Mass (u)	P1_SQ0	P2_SQ0	P3_SQ0	P1_SQ1	P1_SQ2	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ1	P2_SQ2	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ1	P3_SQ2	P3_SQ3	P3_SQ4	P3_SQ5
160.96265	4.14E-04	4.47E-04	4.41E-04	3.16E-05	2.63E-04	2.93E-04	3.78E-04	3.88E-04	3.21E-05	3.04E-04	2.61E-04	3.68E-04	3.90E-04	2.12E-05	3.14E-04	3.12E-04	3.67E-04	3.85E-04
161.926	2.30E-04	2.17E-04	2.32E-04	3.87E-05	3.14E-04	2.57E-04	2.46E-04	2.80E-04	3.29E-05	2.75E-04	2.41E-04	2.60E-04	2.55E-04	3.29E-05	2.61E-04	2.70E-04	2.67E-04	2.72E-04
162.93198	2.10E-03	2.11E-03	2.18E-03	2.06E-04	9.46E-04	1.11E-03	1.33E-03	1.40E-03	1.76E-04	1.09E-03	1.14E-03	1.29E-03	1.37E-03	2.19E-04	1.06E-03	1.14E-03	1.29E-03	1.37E-03
162.99495	8.16E-04	8.12E-04	9.64E-04	1.03E-04	1.97E-04	2.89E-04	3.18E-04	3.32E-04	1.34E-04	2.58E-04	2.26E-04	3.31E-04	3.41E-04	1.33E-04	2.84E-04	2.84E-04	3.33E-04	3.22E-04
164.95629	2.80E-04	2.95E-04	2.86E-04	5.02E-06	1.82E-04	2.61E-04	3.16E-04	3.11E-04	8.61E-06	2.40E-04	2.02E-04	2.91E-04	3.53E-04	9.52E-06	2.22E-04	2.47E-04	2.71E-04	2.70E-04
165.98622	6.09E-05	5.06E-05	1.07E-04	2.15E-06	1.44E-05	1.88E-05	1.83E-05	2.72E-05	6.26E-06	1.64E-05	1.91E-05	2.51E-05	4.21E-05	4.39E-06	1.84E-05	1.74E-05	2.40E-05	3.17E-05
166.94973	9.70E-05	9.41E-05	9.99E-05	8.61E-06	7.01E-05	8.23E-05	9.14E-05	9.35E-05	5.48E-06	7.05E-05	1.29E-04	1.04E-04	1.70E-04	5.12E-06	6.22E-05	7.13E-05	8.16E-05	8.93E-05
168.92041	1.97E-04	1.93E-04	2.05E-04	8.61E-06	8.10E-05	9.01E-05	1.15E-04	1.13E-04	7.83E-06	8.73E-05	9.61E-05	1.14E-04	1.32E-04	1.24E-05	8.65E-05	9.84E-05	1.19E-04	1.17E-04
168.9661	3.46E-04	3.61E-04	3.52E-04	2.51E-05	9.23E-05	1.34E-04	1.69E-04	1.86E-04	3.44E-05	1.02E-04	1.14E-04	1.81E-04	2.08E-04	2.93E-05	1.05E-04	1.23E-04	1.59E-04	1.74E-04
169.93086	6.51E-05	5.67E-05	6.43E-05	7.17E-06	3.31E-05	3.84E-05	4.72E-05	4.56E-05	2.35E-06	2.80E-05	3.71E-05	4.25E-05	5.69E-05	2.20E-06	2.85E-05	3.87E-05	4.03E-05	4.21E-05
170.93773	4.96E-04	4.83E-04	5.02E-04	5.74E-06	1.13E-04	1.51E-04	2.09E-04	2.50E-04	5.48E-06	1.28E-04	1.65E-04	2.28E-04	2.50E-04	8.78E-06	1.36E-04	1.58E-04	2.16E-04	2.33E-04
172.95932	2.49E-04	2.61E-04	2.65E-04	7.17E-07	1.76E-04	2.80E-04	2.84E-04	2.96E-04	2.35E-06	2.44E-04	2.18E-04	2.73E-04	3.35E-04	1.46E-06	2.22E-04	2.55E-04	2.69E-04	2.85E-04
175.94642	4.16E-05	4.47E-05	4.32E-05	2.15E-06	6.62E-05	9.71E-05	9.60E-05	1.03E-04	0.00E+00	8.28E-05	7.67E-05	1.06E-04	1.16E-04	7.32E-07	6.81E-05	8.61E-05	9.80E-05	8.91E-05
176.95682	4.54E-04	4.82E-04	4.70E-04	5.74E-06	1.47E-04	1.78E-04	2.25E-04	2.48E-04	5.48E-06	1.61E-04	1.75E-04	2.22E-04	2.66E-04	1.02E-05	1.71E-04	1.68E-04	2.14E-04	2.13E-04
177.92324	8.03E-05	7.81E-05	8.06E-05	4.59E-05	1.92E-04	1.18E-04	9.96E-05	9.32E-05	3.37E-05	1.45E-04	1.06E-04	1.06E-04	1.06E-04	3.51E-05	1.45E-04	1.32E-04	1.01E-04	1.03E-04
178.72877	3.64E-04	4.14E-04	4.18E-04	1.36E-05	3.01E-04	3.04E-04	3.32E-04	3.60E-04	1.57E-05	3.51E-04	4.37E-04	4.10E-04	4.02E-04	1.46E-05	3.35E-04	3.75E-04	3.73E-04	3.98E-04
178.92823	5.73E-03	5.99E-03	5.94E-03	1.57E-03	4.96E-03	4.81E-03	4.97E-03	5.05E-03	1.46E-03	5.17E-03	4.83E-03	5.21E-03	4.76E-03	1.53E-03	5.16E-03	5.40E-03	5.40E-03	5.18E-03
179.27361	5.66E-05	6.01E-05	5.88E-05	3.73E-05	3.87E-05	4.13E-05	3.81E-05	3.79E-05	3.13E-05	3.99E-05	3.33E-05	3.60E-05	3.19E-05	3.51E-05	3.29E-05	3.62E-05	4.43E-05	3.88E-05
180.9405	7.19E-04	7.77E-04	7.65E-04	3.82E-04	6.10E-04	7.05E-04	7.37E-04	7.49E-04	3.68E-04	7.67E-04	7.11E-04	7.77E-04	8.16E-04	3.68E-04	7.47E-04	7.47E-04	7.64E-04	7.31E-04
181.01321	3.09E-04	3.56E-04	3.34E-04	3.95E-05	7.55E-05	8.96E-05	1.10E-04	1.26E-04	5.09E-05	8.38E-05	6.02E-05	1.13E-04	1.39E-04	4.61E-05	8.16E-05	9.59E-05	1.29E-04	1.40E-04
184.95772	2.91E-04	2.75E-04	3.28E-04	3.16E-05	7.92E-05	1.09E-04	1.27E-04	1.28E-04	2.74E-05	9.21E-05	1.33E-04	1.38E-04	1.79E-04	3.44E-05	7.28E-05	8.94E-05	1.22E-04	1.30E-04
185.92104	4.05E-05	3.33E-05	4.03E-05	0.00E+00	2.22E-05	2.25E-05	2.89E-05	3.01E-05	7.83E-07	1.98E-05	2.88E-05	2.80E-05	3.50E-05	7.32E-07	1.60E-05	2.35E-05	2.40E-05	3.73E-05
186.93384	1.58E-03	1.65E-03	1.68E-03	5.74E-06	3.29E-04	4.71E-04	6.54E-04	7.46E-04	1.17E-05	3.82E-04	4.20E-04	6.50E-04	6.90E-04	1.54E-05	3.99E-04	4.79E-04	6.35E-04	7.63E-04
188.95147	3.31E-04	3.48E-04	3.30E-04	6.46E-06	1.79E-04	2.45E-04	3.03E-04	3.45E-04	6.26E-06	2.12E-04	2.41E-04	3.11E-04	3.45E-04	5.86E-06	1.84E-04	2.49E-04	2.85E-04	3.13E-04
192.96299	2.77E-04	2.82E-04	2.80E-04	1.00E-05	6.36E-05	6.87E-05	8.65E-05	1.00E-04	8.61E-06	7.61E-05	6.97E-05	9.70E-05	1.13E-04	8.78E-06	6.61E-05	8.14E-05	8.07E-05	7.77E-05
194.93943	4.89E-04	5.13E-04	5.10E-04	6.46E-06	2.06E-04	1.23E-04	1.74E-04	1.85E-04	5.48E-06	1.26E-04	1.09E-04	1.53E-04	2.00E-04	2.93E-06	1.17E-04	1.35E-04	1.46E-04	1.89E-04
196.94275	1.51E-03	1.74E-03	1.66E-03	1.91E-03	9.78E-04	1.17E-03	1.10E-03	1.15E-03	1.68E-03	1.36E-03	1.17E-03	1.26E-03	1.28E-03	1.74E-03	1.31E-03	1.33E-03	1.29E-03	1.15E-03
197.00912	1.91E-04	2.34E-04	2.02E-04	1.59E-05	1.24E-04	1.17E-04	1.49E-04	1.73E-04	2.36E-05	1.64E-04	1.13E-04	1.48E-04	1.73E-04	1.40E-05	1.74E-04	1.45E-04	1.61E-04	1.67E-04
199.94027	6.00E-05	6.14E-05	6.01E-05	1.65E-05	3.44E-05	3.28E-05	4.08E-05	3.56E-05	1.80E-05	2.68E-05	2.67E-05	3.04E-05	5.03E-05	1.83E-05	3.13E-05	3.18E-05	3.45E-05	3.58E-05
200.94384	7.70E-05	7.87E-05	8.01E-05	6.46E-06	2.87E-05	3.69E-05	4.14E-05	4.02E-05	7.83E-06	2.98E-05	3.05E-05	4.54E-05	5.24E-05	5.86E-06	3.44E-05	3.58E-05	3.73E-05	4.33E-05
202.93109	5.57E-04	5.58E-04	5.96E-04	1.51E-05	2.11E-04	2.80E-04	3.42E-04	3.95E-04	9.39E-06	2.39E-04	2.43E-04	3.50E-04	3.64E-04	1.39E-05	2.39E-04	2.68E-04	3.64E-04	3.94E-04
204.94688	5.77E-04	6.63E-04	6.10E-04	1.29E-05	1.53E-04	2.13E-04	2.77E-04	2.79E-04	1.33E-05	1.89E-04	1.65E-04	2.65E-04	2.71E-04	1.39E-05	1.93E-04	2.19E-04	2.62E-04	2.74E-04
206.91911	4.81E-04	4.75E-04	4.99E-04	1.08E-05	1.76E-04	2.35E-04	2.93E-04	2.99E-04	5.48E-06	2.04E-04	2.20E-04	2.96E-04	3.24E-04	1.10E-05	2.02E-04	2.25E-04	2.78E-04	2.99E-04
210.93426	2.75E-04	2.77E-04	2.82E-04	1.43E-06	7.79E-05	7.49E-05	1.12E-04	1.27E-04	1.57E-06	6.04E-05	6.52E-05	1.17E-04	1.53E-04	1.46E-06	5.91E-05	7.13E-05	1.07E-04	1.25E-04
212.95462	3.03E-04	3.29E-04	3.26E-04	2.44E-05	7.84E-05	9.71E-05	1.22E-04	1.63E-04	3.13E-05	9.25E-05	8.85E-05	1.46E-04	1.49E-04	3.59E-05	9.00E-05	1.09E-04	1.33E-04	1.51E-04
214.92464	1.78E-04	1.83E-04	1.84E-04	7.17E-06	2.09E-04	3.64E-04	2.86E-04	2.54E-04	3.91E-06	3.86E-04	2.74E-04	3.02E-04	4.42E-04	3.66E-06	3.19E-04	3.24E-04	2.72E-04	2.04E-04
216.93852	1.11E-04	1.23E-04	1.27E-04	2.87E-06	4.18E-05	5.58E-05	4.60E-05	4.30E-05	1.57E-06	6.12E-05	4.55E-05	5.81E-05	7.98E-05	7.32E-07	5.09E-05	6.08E-05	4.50E-05	4.06E-05
217.95477	1.00E-04	1.19E-04	1.15E-04	4.30E-06	1.78E-05	2.69E-05	3.90E-05	3.81E-05	4.70E-06	2.39E-05	2.67E-05	4.27E-05	4.77E-05	5.86E-06	2.70E-05	3.18E-05	3.08E-05	3.52E-05
220.62577	5.18E-04	5.34E-04	5.27E-04	1.43E-06	6.51E-04	5.98E-04	5.96E-04	5.96E-04	1.57E-06	6.39E-04	6.99E-04	6.83E-04	6.07E-04	0.00E+00	6.16E-04	6.31E-04	6.52E-04	6.84E-04
220.89281	8.66E-04	8.82E-04	8.90E-04	2.37E-05	1.02E-03	8.77E-04	8.43E-04	8.30E-04	2.97E-05	9.38E-04	8.01E-04	8.85E-04	8.18E-04	1.90E-05	9.58E-04	9.55E-04	9.17E-04	8.36E-04
222.91356	2.26E-03	2.36E-03	2.39E-03	2.44E-05	7.53E-04	9.26E-04	1.14E-03	1.36E-03	1.72E-05	9.21E-04	8.85E-04	1.23E-03	1.20E-03	2.85E-05	9.03E-04	9.62E-04	1.15E-03	1.27E-03
222.97886	1.61E-03	1.88E-03	1.71E-03	3.59E-06	1.72E-04	2.21E-04	2.75E-04	2.94E-04	3.13E-06	2.45E-04	2.02E-04	2.86E-04	3.01E-04	4.39E-06	2.54E-04	2.64E-04	3.06E-04	3.12E-04
224.92747	2.57E-04	2.85E-04	2.77E-04	1.43E-05	1.18E-04	1.61E-04	1.92E-04	1.91E-04	1.33E-05	1.54E-04	1.59E-04	1.93E-04	2.29E-04	1.02E-05	1.62E-04	1.63E-04	1.85E-04	1.94E-04
228.89511	4.85E-04	4.81E-04	4.89E-04	5.74E-06	1.13E-04	1.53E-04	2.13E-04	2.31E-04	0.00E+00	1.16E-04	1.50E-04	2.04E-04	2.30E-04	7.32E-06	1.26E-04	1.50E-04	1.91E-04	2.26E-04
228.94696	5.08E-04	5.74E-04	5.33E-04	3.59E-06	7.49E-05	1.08E-04	1.71E-04	1.93E-04	7.04E-06	1.09E-04	9.86E-05	1.55E-04	1.87E-04	4.39E-06	1.15E-04	1.17E-04	1.59E-04	1.90E-04
229.90655	7.63E-05	7.99E-05	7.72E-05	3.59E-06	2.13E-05	2.84E-05	3.38E-05	3.64E-05	1.57E-06	2.42E-05	2.46E-05	3.63E-05	3.85E-05	7.32E-07	1.99E-05	2.42E-05	3.05E-05	3.76E-05
230.91658	9.91E-04	1.03E-03	1.06E-03	4.30E-06	1.58E-04	2.08E-04	3.15E-04	3.61E-04	2.35E-06	1.81E-04	2.09E-04	2.96E-04	3.44E-04	4.39E-06	1.76E-04	2.08E-04	2.91E-04	3.53E-04
232.93673	1.54E-04	1.75E-04	1.72E-04	2.15E-06	9.23E-05	1.30E-04	1.56E-04	1.76E-04	2.35E-06	1.18E-04	1.19E-04	1.46E-04	1.84E-04	2.20E-06	1.04E-04	1.28E-04	1.37E-04	1.49E-04
235.9252	1.04E-04	1.15E-04	1.06E-04	1.43E-06	7.75E-05	1.09E-04	1.25E-04	1.27E-04	0.00E+00	1.14E-04	1.03E-04	1.22E-04	1.48E-04	7.32E-07	1.03E-04	1.18E-04	1.27E-04	1.22E-04
236.93497	7.57E-04	8.15E-04	7.80E-04	5.74E-06	1.99E-04	2.20E-04	2.88E-04	3.32E-04	3.13E-06	2.08E-04	2.24E-04	2.85E-04	3.67E-04	2.93E-06	1.99E-04	2.36E-04	2.93E-04	3.11E-04
237.90205	1.16E-04	1.17E-04	1.19E-04	2.08E-05	1.24E-04	9.78E-05	8.53E-05	9.72E-05	1.72E-05	1.13E-04	9.37E-05	1.05E-04	1.05E-04	1.61E-05	1.00E-04	1.04E-04	9.82E-05	1.01E-04
238.91103	5.64E-03	6.24E-03	6.03E-03	3.42E-04	3.20E-03	3.48E-03	3.86E-03	4.06E-03	3.20E-04	3.82E-03	3.39E-03	4.16E-03	4.04E-03	3.20E-04	3.77E-03	3.98E-03	4.26E-03	4.20E-03
240.90948	3.14E-04	3.57E-04	3.56E-04	1.03E-04	4.04E-04	5.38E-04	5.51E-04	5.24E-04	9.24E-05	5.99E-04	5.34E-04	6.00E-04	7.06E-04	9.59E-05	5.40E-04	5.45E-04	5.34E-04	4.79E-04
244.94217	4.01E-04	4.48E-04	4.36E-04	1.43E-06	8.71E-05	1.33E-04	1.46E-04	1.82E-04	1.57E-06	9.81E-05	9.61E-05	1.61E-04	1.85E-04	2.20E-06	1.05E-04	1.14E-04	1.70E-04	1.77E-04
246.91611	2.43E-03	2.67E-03	2.61E-03	1.00E-05	3.91E-04	5.76E-04	8.27E-04	9.09E-04	5.48E-06	4.93E-04	5.41E-04	8.32E-04	8.48E-04	5.86E-06	4.92E-04	5.72E-04	8.18E-04	9.05E-04
248.88797	4.34E-04	4.26E-04	4.37E-04	1.43E-06	1.57E-04	2.17E-04	2.82E-04	2.94E-04	2.35E-06	1.86E-04	2.42E-04	3.04E-04	3.31E-04	2.93E-06	1.94E-04	2.09E-04	2.61E-04	2.98E-04
252.94884	2.28E-04	2.60E-04	2.40E-04	4.30E-06	3.83E-05	5.61E-05	7.16E-05	8.44E-05	1.57E-06	5.00E-05	4.75E-05	7.11E-05	8.56E-05	7.32E-07	4.54E-05	5.68E-05	7.09E-05	8.28E-05
253.04029	1.00E-04	1.24E-04	1.01E-04	1.43E-06	1.78E-05	2.10E-05	2.89E-05	4.71E-05	1.57E-06	2.61E-05	1.94E-05	3.01E-05	4.21E-05	1.46E-06	1.84E-05	2.61E-05	3.39E-05	4.04E-05
253.95271	4.25E-05	4.71E-05	4.36E-05	1.43E-06	1.09E-05	1.85E-05	1.46E-05	1.84E-05	7.83E-07	1.75E-05	7.63E-06	1.59E-05	1.81E-05	2.20E-06	1.60E-05	1.66E-05	1.69E-05	1.40E-05
254.9216	8.94E-04	9.57E-04	9.37E-04	6.46E-06	1.43E-04	1.85E-04	2.71E-04	2.89E-04	3.91E-06	1.51E-04	1.76E-04	2.51E-04	3.12E-04	5.12E-06	1.71E-04	1.82E-04	2.39E-04	2.61E-04
256.87471	2.44E-04	2.43E-04	2.44E-04	4.79E-04	6.68E-04	1.04E-03	8.53E-04	6.99E-04	4.32E-04	1.06E-03	1.07E-03	8.95E-04	1.30E-03	3.97E-04	8.49E-04	9.01E-04	6.70E-04	5.55E-04
259.92334	1.74E-04	2.01E-04	1.86E-04	2.01E-05	3.57E-05	5.50E-05	6.30E-05	5.96E-05	2.51E-05	3.50E-05	4.06E-05	5.72E-05	7.10E-05	1.61E-05	3.60E-05	4.77E-05	5.97E-05	6.93E-05
260.93314	3.45E-04	3.66E-04	3.57E-04	1.65E-05	9.58E-05	1.13E-04	1.52E-04	1.70E-04	1.33E-05	9.73E-05	1.05E-04	1.50E-04	2.13E-04	1.61E-05	8.92E-05	1.18E-04	1.51E-04	1.56E-04
262.91166	4.71E-04	5.19E-04	4.98E-04	7.17E-06	1.58E-04	2.19E-04	2.78E-04	2.86E-04	7.83E-06	1.74E-04	1.78E-04	2.49E-04	2.73E-04	8.05E-06	1.89E-04	2.11E-04	2.59E-04	2.88E-04
263.85399	8.80E-04	9.03E-04	8.94E-04	5.02E-06	4.91E-04	5.45E-04	6.74E-04	7.30E-04	4.70E-06	5.04E-04	5.29E-04	6.70E-04	6.22E-04	2.20E-06	5.26E-04	5.61E-04	6.54E-04	7.16E-04
264.88138	1.92E-03	2.00E-03	1.99E-03	1.29E-05	7.74E-04	1.09E-03	1.37E-03	1.48E-03	1.57E-05	9.59E-04	1.00E-03	1.36E-03	1.38E-03	8.78E-06	9.54E-04	1.12E-03	1.32E-03	1.44E-03
270.91045	4.50E-04	4.97E-04	4.89E-04	2.15E-06	6.01E-05	1.12E-04	1.48E-04	1.80E-04	1.57E-06	8.43E-05	9.85E-05	1.50E-04	1.91E-04	0.00E+00	8.22E-05	1.05E-04	1.38E-04	1.59E-04
271.85646	3.63E-04	3.56E-04	3.71E-04	2.15E-06	7.66E-05	1.08E-04	1.62E-04	1.76E-04	7.83E-07	8.01E-05	1.09E-04	1.50E-04	1.58E-04	3.66E-06	8.21E-05	9.88E-05	1.48E-04	1.74E-04
272.88486	1.04E-03	1.05E-03	1.05E-03	3.59E-06	1.73E-04	2.86E-04	3.96E-04	4.89E-04	0.00E+00	2.19E-04	2.45E-04	3.80E-04	4.21E-04	2.20E-06	2.27E-04	2.46E-04	3.85E-04	4.27E-04
278.90622	6.06E-04	6.53E-04	6.44E-04	6.46E-06	1.37E-04	1.81E-04	2.42E-04	2.66E-04	6.26E-06	1.36E-04	1.52E-04	2.33E-04	2.81E-04	6.59E-06	1.57E-04	1.71E-04	2.19E-04	2.42E-04
279.85139	2.28E-04	2.33E-04	2.37E-04	2.15E-06	4.10E-04	3.09E-04	2.64E-04	2.50E-04	5.48E-06	3.50E-04	3.26E-04	3.04E-04	2.53E-04	4.39E-06	3.27E-04	3.31E-04	3.24E-04	2.90E-04
280.5427	6.47E-04	6.88E-04	7.06E-04	1.43E-06	3.21E-04	3.58E-04	4.27E-04	4.53E-04	2.35E-06	3.96E-04	4.86E-04	4.90E-04	5.03E-04	1.46E-06	3.81E-04	4.14E-04	4.56E-04	5.08E-04
280.876	7.53E-03	7.96E-03	7.74E-03	2.15E-05	5.01E-03	5.35E-03	5.80E-03	6.06E-03	3.21E-05	5.47E-03	5.16E-03	6.14E-03	5.73E-03	1.98E-05	5.55E-03	5.86E-03	6.24E-03	6.20E-03
282.87186	6.42E-04	6.67E-04	6.67E-04	1.86E-05	4.64E-04	5.79E-04	5.99E-04	6.10E-04	1.49E-05	6.07E-04	5.82E-04	6.01E-04	6.95E-04	1.32E-05	5.87E-04	5.92E-04	5.69E-04	5.18E-04
282.95583	8.26E-04	9.59E-04	8.70E-04	2.65E-05	8.33E-05	1.18E-04	1.11E-04	1.29E-04	2.82E-05	1.43E-04	1.03E-04	1.37E-04	1.40E-04	2.71E-05	1.55E-04	1.38E-04	1.39E-04	1.28E-04
286.90171	3.22E-04	3.52E-04	3.39E-04	2.15E-06	5.88E-05	7.90E-05	1.21E-04	1.37E-04	0.00E+00	6.64E-05	6.66E-05	1.21E-04	1.46E-04	2.93E-06	6.26E-05	7.60E-05	1.17E-04	1.39E-04
288.54844	3.54E-04	3.70E-04	3.68E-04	0.00E+00	4.83E-05	7.23E-05	1.01E-04	1.22E-04	0.00E+00	6.49E-05	8.50E-05	1.16E-04	1.25E-04	0.00E+00	5.91E-05	6.66E-05	1.07E-04	1.21E-04
288.87971	3.16E-03	3.32E-03	3.29E-03	1.43E-06	5.34E-04	7.96E-04	1.16E-03	1.33E-03	3.13E-06	6.22E-04	6.72E-04	1.13E-03	1.14E-03	3.66E-06	6.44E-04	7.90E-04	1.13E-03	1.30E-03
289.88109	1.73E-04	1.83E-04	1.74E-04	7.17E-07	6.62E-05	9.34E-05	9.99E-05	1.26E-04	1.57E-06	7.05E-05	6.49E-05	1.02E-04	1.14E-04	1.46E-06	6.69E-05	8.29E-05	1.12E-04	1.08E-04
290.96215	2.81E-04	3.25E-04	2.85E-04	0.00E+00	2.44E-05	3.66E-05	5.73E-05	6.37E-05	1.57E-06	3.99E-05	3.19E-05	5.96E-05	6.54E-05	1.46E-06	3.60E-05	4.34E-05	5.89E-05	6.25E-05
296.88634	9.68E-04	1.03E-03	9.94E-04	2.87E-06	1.78E-04	1.88E-04	2.65E-04	3.06E-04	3.13E-06	1.59E-04	1.59E-04	2.74E-04	3.15E-04	2.20E-06	1.61E-04	1.80E-04	2.73E-04	3.11E-04
298.89246	5.44E-04	6.32E-04	5.66E-04	4.38E-05	3.86E-04	6.93E-04	6.03E-04	5.73E-04	5.40E-05	7.37E-04	5.03E-04	5.89E-04	6.84E-04	5.35E-05	7.09E-04	6.90E-04	5.82E-04	4.97E-04
301.88306	2.11E-04	2.37E-04	2.28E-04	1.08E-05	4.31E-05	5.90E-05	7.70E-05	8.75E-05	6.26E-06	4.73E-05	5.24E-05	6.78E-05	9.16E-05	1.32E-05	4.97E-05	5.97E-05	6.93E-05	8.07E-05
302.89527	3.77E-04	4.10E-04	4.01E-04	4.30E-06	6.53E-05	9.89E-05	1.31E-04	1.52E-04	7.04E-06	8.50E-05	9.13E-05	1.37E-04	1.81E-04	4.39E-06	8.72E-05	9.66E-05	1.28E-04	1.42E-04
303.05416	5.60E-05	6.53E-05	5.69E-05	7.17E-07	6.09E-06	8.86E-06	1.55E-05	1.89E-05	0.00E+00	1.19E-05	1.18E-05	1.86E-05	2.37E-05	7.32E-07	8.21E-06	1.41E-05	1.97E-05	1.94E-05
304.87883	8.41E-04	8.78E-04	8.60E-04	7.17E-07	1.89E-04	2.73E-04	3.81E-04	4.39E-04	1.57E-06	2.39E-04	2.49E-04	3.77E-04	4.11E-04	0.00E+00	2.29E-04	2.67E-04	3.67E-04	4.41E-04
306.85172	8.41E-04	8.75E-04	8.62E-04	1.43E-06	3.47E-04	5.26E-04	6.11E-04	6.74E-04	3.91E-06	4.44E-04	4.23E-04	6.18E-04	6.95E-04	6.59E-06	4.20E-04	4.82E-04	5.82E-04	5.98E-04
312.88754	4.00E-04	4.39E-04	4.17E-04	2.15E-06	6.22E-05	8.42E-05	1.29E-04	1.54E-04	6.26E-06	7.94E-05	7.29E-05	1.14E-04	1.48E-04	5.12E-06	8.14E-05	8.00E-05	1.20E-04	1.41E-04
314.85163	5.17E-04	5.31E-04	5.54E-04	5.02E-06	1.05E-04	1.54E-04	2.06E-04	2.51E-04	2.35E-06	1.16E-04	1.42E-04	1.99E-04	2.58E-04	1.46E-06	1.22E-04	1.32E-04	1.83E-04	2.22E-04
322.48403	2.16E-03	2.29E-03	2.25E-03	2.15E-06	1.07E-03	1.23E-03	1.43E-03	1.58E-03	2.35E-06	1.27E-03	1.47E-03	1.61E-03	1.59E-03	1.46E-06	1.27E-03	1.40E-03	1.59E-03	1.65E-03
322.83197	4.52E-03	4.66E-03	4.53E-03	7.17E-06	3.51E-03	3.68E-03	3.92E-03	4.08E-03	7.83E-06	3.77E-03	3.66E-03	4.07E-03	3.76E-03	8.05E-06	3.85E-03	3.95E-03	4.14E-03	4.21E-03
330.48168	9.44E-04	9.89E-04	9.89E-04	7.17E-07	1.37E-04	1.87E-04	2.96E-04	3.48E-04	0.00E+00	1.69E-04	2.26E-04	3.19E-04	3.44E-04	2.20E-06	1.46E-04	2.04E-04	2.92E-04	3.70E-04
330.8342	2.44E-03	2.46E-03	2.53E-03	2.15E-06	4.14E-04	6.36E-04	9.38E-04	1.05E-03	1.57E-06	5.12E-04	5.94E-04	8.98E-04	9.52E-04	7.32E-07	5.20E-04	6.31E-04	8.87E-04	1.04E-03
338.84195	8.38E-04	8.77E-04	8.47E-04	2.15E-06	1.83E-04	1.58E-04	2.47E-04	2.88E-04	4.70E-06	1.39E-04	1.44E-04	2.20E-04	3.06E-04	2.93E-06	1.49E-04	1.49E-04	2.28E-04	2.91E-04
342.9458	3.03E-04	3.60E-04	3.13E-04	1.43E-06	2.53E-05	3.77E-05	3.99E-05	4.85E-05	0.00E+00	4.14E-05	2.46E-05	4.78E-05	5.98E-05	1.46E-06	4.31E-05	4.02E-05	4.01E-05	4.81E-05
346.84666	5.79E-04	6.17E-04	5.92E-04	7.17E-07	1.43E-04	1.86E-04	2.63E-04	3.16E-04	1.57E-06	1.51E-04	1.62E-04	2.80E-04	2.69E-04	7.32E-07	1.49E-04	1.97E-04	2.51E-04	3.03E-04
348.87495	5.30E-04	5.90E-04	5.52E-04	1.43E-06	8.01E-05	1.57E-04	1.93E-04	2.16E-04	1.57E-06	1.27E-04	1.09E-04	1.81E-04	2.15E-04	1.46E-06	1.22E-04	1.58E-04	1.77E-04	1.91E-04
354.83485	5.14E-04	5.41E-04	5.35E-04	7.17E-07	5.57E-05	1.20E-04	1.71E-04	2.02E-04	0.00E+00	8.76E-05	1.02E-04	1.66E-04	2.09E-04	7.32E-07	8.29E-05	1.06E-04	1.65E-04	1.98E-04
364.42425	3.18E-03	3.31E-03	3.31E-03	0.00E+00	2.02E-03	2.34E-03	2.61E-03	2.80E-03	2.35E-06	2.33E-03	2.70E-03	2.85E-03	2.75E-03	0.00E+00	2.25E-03	2.45E-03	2.72E-03	2.84E-03
364.78775	4.15E-03	4.13E-03	4.13E-03	5.02E-06	3.82E-03	3.75E-03	4.02E-03	4.13E-03	5.48E-06	3.80E-03	3.82E-03	4.20E-03	3.70E-03	3.66E-06	3.88E-03	4.08E-03	4.19E-03	4.27E-03
366.79797	4.66E-04	4.81E-04	4.72E-04	1.43E-06	1.65E-04	2.07E-04	2.47E-04	2.54E-04	7.83E-07	1.82E-04	1.85E-04	2.46E-04	2.58E-04	7.32E-07	1.80E-04	1.89E-04	2.32E-04	2.63E-04
372.40859	9.60E-04	9.64E-04	9.86E-04	0.00E+00	1.82E-04	2.74E-04	3.99E-04	4.85E-04	0.00E+00	2.24E-04	3.21E-04	4.15E-04	4.71E-04	0.00E+00	2.03E-04	2.67E-04	3.76E-04	4.65E-04
372.796	1.74E-03	1.73E-03	1.75E-03	0.00E+00	3.55E-04	5.71E-04	7.98E-04	9.55E-04	0.00E+00	4.48E-04	4.90E-04	7.70E-04	8.09E-04	2.20E-06	4.42E-04	5.28E-04	7.70E-04	9.01E-04
380.79501	7.29E-04	7.50E-04	7.48E-04	3.59E-06	1.65E-04	1.72E-04	2.52E-04	2.87E-04	5.48E-06	1.40E-04	1.57E-04	2.26E-04	3.00E-04	5.86E-06	1.37E-04	1.58E-04	2.22E-04	2.74E-04
382.80725	1.60E-03	1.71E-03	1.69E-03	4.30E-06	4.81E-04	6.16E-04	7.18E-04	8.26E-04	7.04E-06	6.19E-04	6.16E-04	7.57E-04	7.91E-04	3.66E-06	6.46E-04	6.67E-04	7.94E-04	8.41E-04
