Mass (u)	P1_SQ0	P2_SQ0	P3_SQ0	P1_SQ1	P1_SQ2	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ1	P2_SQ2	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ1	P3_SQ2	P3_SQ3	P3_SQ4	P3_SQ5
1.00844	8.29E-02	7.46E-02	7.60E-02	1.36E-01	2.19E-01	2.02E-01	1.76E-01	1.63E-01	1.31E-01	2.16E-01	1.95E-01	1.72E-01	1.43E-01	1.36E-01	2.27E-01	2.10E-01	1.82E-01	1.66E-01
1.0347	3.43E-04	3.15E-04	3.19E-04	4.36E-04	6.35E-04	5.58E-04	4.90E-04	4.19E-04	4.03E-04	5.96E-04	5.39E-04	4.61E-04	3.82E-04	4.72E-04	6.04E-04	5.71E-04	4.94E-04	4.55E-04
12.00048	6.07E-03	5.02E-03	5.17E-03	2.27E-02	1.04E-02	9.84E-03	9.18E-03	8.98E-03	2.41E-02	9.67E-03	9.56E-03	8.90E-03	7.67E-03	2.29E-02	1.03E-02	9.77E-03	9.15E-03	9.15E-03
12.09122	2.53E-05	2.15E-05	2.30E-05	6.96E-05	2.70E-05	3.10E-05	2.98E-05	2.95E-05	8.92E-05	2.50E-05	2.84E-05	3.30E-05	2.40E-05	7.98E-05	3.52E-05	3.36E-05	2.99E-05	2.93E-05
13.00841	1.20E-02	1.06E-02	1.08E-02	2.93E-02	2.77E-02	2.62E-02	2.31E-02	2.20E-02	2.96E-02	2.67E-02	2.50E-02	2.20E-02	1.89E-02	2.95E-02	2.83E-02	2.62E-02	2.34E-02	2.23E-02
13.10274	5.00E-05	4.34E-05	4.40E-05	9.76E-05	7.14E-05	6.64E-05	5.63E-05	6.25E-05	8.22E-05	7.19E-05	7.21E-05	6.28E-05	4.54E-05	7.39E-05	7.82E-05	7.05E-05	5.48E-05	6.24E-05
14.01619	1.61E-03	1.54E-03	1.55E-03	2.04E-03	4.44E-03	4.06E-03	3.35E-03	3.01E-03	1.83E-03	4.47E-03	3.86E-03	3.24E-03	2.63E-03	2.01E-03	4.74E-03	4.23E-03	3.51E-03	3.09E-03
15.02547	3.97E-04	4.02E-04	3.99E-04	3.23E-05	5.14E-04	4.78E-04	4.78E-04	4.64E-04	3.13E-05	5.74E-04	5.14E-04	4.87E-04	4.04E-04	3.29E-05	5.67E-04	5.20E-04	4.71E-04	4.51E-04
15.9955	3.84E-02	3.14E-02	3.28E-02	1.99E-01	9.49E-02	7.41E-02	5.97E-02	5.23E-02	2.06E-01	7.68E-02	7.13E-02	5.78E-02	4.71E-02	2.00E-01	7.99E-02	7.25E-02	6.04E-02	5.38E-02
16.09983	1.26E-04	1.07E-04	9.99E-05	5.20E-04	2.32E-04	1.73E-04	1.47E-04	1.28E-04	4.97E-04	1.92E-04	1.78E-04	1.29E-04	1.14E-04	5.38E-04	1.84E-04	1.82E-04	1.33E-04	1.37E-04
17.00338	2.79E-02	2.39E-02	2.44E-02	8.27E-02	8.18E-02	6.74E-02	5.38E-02	4.72E-02	7.98E-02	7.31E-02	6.61E-02	5.31E-02	4.23E-02	8.23E-02	7.56E-02	6.85E-02	5.57E-02	4.85E-02
17.11108	1.01E-04	9.06E-05	9.38E-05	2.32E-04	2.26E-04	1.70E-04	1.33E-04	1.32E-04	2.13E-04	1.98E-04	1.78E-04	1.39E-04	1.19E-04	2.19E-04	1.83E-04	2.00E-04	1.48E-04	1.27E-04
17.99976	7.25E-05	5.14E-05	6.10E-05	3.49E-04	1.78E-04	1.38E-04	1.15E-04	9.29E-05	3.62E-04	1.47E-04	1.30E-04	1.07E-04	9.29E-05	3.98E-04	1.44E-04	1.30E-04	1.18E-04	8.72E-05
18.00757	1.36E-05	1.36E-05	1.33E-05	5.82E-05	4.75E-05	2.66E-05	2.86E-05	2.35E-05	5.80E-05	3.62E-05	3.23E-05	2.86E-05	2.71E-05	6.16E-05	4.89E-05	3.91E-05	3.02E-05	2.60E-05
18.999	1.13E-03	5.88E-04	1.94E-03	2.99E-02	6.00E-03	3.89E-03	2.83E-03	2.27E-03	3.12E-02	4.86E-03	4.02E-03	2.86E-03	2.07E-03	2.92E-02	5.41E-03	4.23E-03	3.06E-03	2.46E-03
23.99989	1.70E-02	1.21E-02	1.25E-02	5.54E-02	1.55E-02	1.58E-02	1.63E-02	1.63E-02	5.96E-02	1.44E-02	1.50E-02	1.57E-02	1.39E-02	5.68E-02	1.50E-02	1.52E-02	1.60E-02	1.67E-02
24.128	9.26E-05	7.26E-05	6.87E-05	1.98E-04	8.27E-05	8.86E-05	8.47E-05	8.83E-05	2.42E-04	7.87E-05	8.39E-05	8.14E-05	7.71E-05	2.26E-04	8.21E-05	9.15E-05	8.50E-05	8.51E-05
25.00845	5.03E-02	4.48E-02	4.61E-02	9.25E-02	5.59E-02	5.85E-02	6.36E-02	6.49E-02	9.43E-02	5.46E-02	5.63E-02	6.10E-02	5.50E-02	9.47E-02	5.66E-02	5.82E-02	6.36E-02	6.61E-02
25.13864	4.76E-04	4.18E-04	4.36E-04	3.61E-04	3.93E-04	4.39E-04	4.85E-04	5.06E-04	3.88E-04	3.58E-04	3.92E-04	4.64E-04	4.24E-04	4.36E-04	3.91E-04	4.28E-04	4.56E-04	5.06E-04
26.00376	2.09E-03	1.54E-03	2.42E-03	2.31E-02	7.43E-03	4.81E-03	4.68E-03	4.38E-03	2.01E-02	3.86E-03	4.25E-03	3.91E-03	4.30E-03	1.97E-02	3.94E-03	3.85E-03	3.75E-03	3.69E-03
26.012	1.44E-03	1.28E-03	1.44E-03	4.60E-03	2.47E-03	2.23E-03	2.30E-03	2.25E-03	4.67E-03	1.93E-03	1.75E-03	2.10E-03	2.12E-03	4.38E-03	2.03E-03	2.09E-03	2.26E-03	2.25E-03
26.13667	2.00E-05	1.53E-05	2.43E-05	1.21E-04	6.70E-05	5.20E-05	5.70E-05	4.67E-05	8.92E-05	4.21E-05	4.58E-05	4.57E-05	5.31E-05	9.81E-05	4.38E-05	4.78E-05	4.16E-05	4.66E-05
26.98199	7.10E-05	5.88E-05	6.11E-05	1.22E-05	2.42E-04	1.88E-04	1.33E-04	1.06E-04	2.04E-05	2.32E-04	1.81E-04	1.38E-04	1.00E-04	1.76E-05	2.34E-04	2.10E-04	1.45E-04	1.15E-04
27.02513	5.87E-04	5.80E-04	5.85E-04	5.53E-05	1.29E-03	1.41E-03	1.45E-03	1.53E-03	5.56E-05	1.41E-03	1.36E-03	1.48E-03	1.36E-03	5.71E-05	1.35E-03	1.44E-03	1.53E-03	1.55E-03
27.97702	2.22E-04	2.24E-04	2.36E-04	2.77E-03	9.62E-05	4.50E-05	1.74E-05	1.63E-05	2.77E-03	1.22E-04	6.17E-05	2.03E-05	1.68E-05	2.73E-03	1.19E-04	5.50E-05	2.71E-05	1.25E-05
28.98512	2.11E-04	2.14E-04	2.34E-04	1.74E-03	9.18E-05	5.76E-05	2.28E-05	1.92E-05	1.72E-03	1.10E-04	6.69E-05	2.59E-05	2.45E-05	1.79E-03	1.24E-04	6.00E-05	3.60E-05	2.18E-05
29.00348	1.21E-04	1.26E-04	1.21E-04	3.68E-05	2.28E-04	2.72E-04	3.13E-04	3.18E-04	3.30E-05	2.33E-04	2.74E-04	3.07E-04	2.88E-04	4.41E-05	2.44E-04	2.75E-04	3.35E-04	3.26E-04
29.99309	3.47E-05	3.23E-05	3.44E-05	2.15E-04	2.09E-05	1.11E-05	8.83E-06	6.31E-06	1.97E-04	2.27E-05	1.14E-05	5.89E-06	6.89E-06	2.15E-04	2.27E-05	1.37E-05	7.70E-06	7.47E-06
31.01867	7.35E-05	6.86E-05	7.21E-05	1.51E-05	1.11E-04	1.01E-04	9.65E-05	9.21E-05	1.49E-05	9.88E-05	8.64E-05	9.35E-05	8.37E-05	2.05E-05	1.06E-04	8.90E-05	9.12E-05	9.29E-05
31.97238	3.26E-05	2.24E-05	1.81E-05	1.97E-04	1.36E-03	1.63E-04	1.30E-04	9.43E-05	1.30E-04	2.01E-04	1.78E-04	1.24E-04	1.52E-04	1.49E-04	2.21E-04	1.98E-04	1.51E-04	1.08E-04
31.98982	5.55E-04	4.66E-04	4.69E-04	3.10E-03	2.24E-03	1.57E-03	1.20E-03	1.03E-03	3.06E-03	1.68E-03	1.53E-03	1.15E-03	9.22E-04	3.10E-03	1.70E-03	1.56E-03	1.23E-03	1.07E-03
32.98045	3.16E-05	2.53E-05	2.33E-05	7.32E-05	1.30E-03	1.94E-04	1.55E-04	1.42E-04	4.31E-05	2.70E-04	1.98E-04	1.63E-04	2.33E-04	5.49E-05	2.94E-04	2.35E-04	1.95E-04	1.52E-04
32.99744	1.53E-04	1.24E-04	1.21E-04	4.45E-04	6.69E-04	4.46E-04	3.25E-04	2.69E-04	3.99E-04	5.21E-04	4.60E-04	3.46E-04	2.53E-04	3.82E-04	5.30E-04	4.57E-04	3.39E-04	2.73E-04
34.9701	2.52E-03	2.36E-03	2.40E-03	9.62E-04	5.11E-02	5.15E-02	3.15E-02	2.14E-02	8.77E-04	5.89E-02	5.30E-02	3.10E-02	3.71E-02	8.54E-04	5.05E-02	4.54E-02	2.59E-02	1.67E-02
35.12476	2.54E-05	1.91E-05	2.16E-05	2.87E-06	4.13E-04	4.81E-04	3.17E-04	2.12E-04	7.83E-06	5.59E-04	4.60E-04	3.08E-04	3.61E-04	2.20E-06	4.54E-04	4.52E-04	2.54E-04	1.50E-04
36.00044	4.50E-03	3.69E-03	3.84E-03	1.05E-02	4.18E-03	4.65E-03	5.15E-03	5.28E-03	1.07E-02	4.00E-03	4.37E-03	5.00E-03	4.46E-03	1.07E-02	4.22E-03	4.45E-03	5.07E-03	5.44E-03
36.15832	5.58E-05	4.77E-05	4.83E-05	7.32E-05	3.83E-05	5.06E-05	5.36E-05	5.91E-05	6.50E-05	3.80E-05	4.54E-05	5.25E-05	4.75E-05	6.08E-05	3.48E-05	5.14E-05	6.40E-05	6.93E-05
36.96741	7.62E-04	7.15E-04	7.27E-04	3.06E-04	1.70E-02	1.63E-02	9.76E-03	6.63E-03	2.91E-04	1.88E-02	1.68E-02	9.72E-03	1.20E-02	2.76E-04	1.59E-02	1.43E-02	8.00E-03	5.22E-03
37.0089	4.98E-03	4.43E-03	4.46E-03	4.13E-03	3.96E-03	4.77E-03	5.25E-03	5.28E-03	4.01E-03	4.34E-03	4.58E-03	5.03E-03	4.61E-03	4.13E-03	4.33E-03	4.65E-03	5.12E-03	5.35E-03
37.16839	4.88E-05	4.97E-05	4.64E-05	2.30E-05	6.01E-05	6.83E-05	6.28E-05	5.62E-05	2.43E-05	5.22E-05	6.49E-05	5.58E-05	5.36E-05	2.56E-05	5.44E-05	5.87E-05	5.14E-05	4.93E-05
38.01862	3.39E-03	3.12E-03	3.18E-03	1.71E-03	2.69E-03	3.29E-03	3.69E-03	3.75E-03	1.44E-03	3.18E-03	3.19E-03	3.55E-03	3.27E-03	1.57E-03	3.26E-03	3.36E-03	3.75E-03	3.84E-03
38.17263	2.72E-05	2.71E-05	2.93E-05	1.29E-05	1.31E-05	1.88E-05	2.04E-05	2.64E-05	4.70E-06	1.68E-05	1.70E-05	2.21E-05	2.02E-05	9.52E-06	1.88E-05	2.13E-05	2.15E-05	2.33E-05
39.00645	1.36E-04	1.14E-04	1.52E-04	1.94E-04	1.05E-04	1.35E-04	1.50E-04	1.54E-04	1.70E-04	1.32E-04	1.92E-04	1.47E-04	1.49E-04	1.74E-04	1.31E-04	1.38E-04	1.43E-04	1.44E-04
39.02161	1.58E-03	1.57E-03	1.60E-03	4.22E-04	1.08E-03	1.36E-03	1.80E-03	2.07E-03	3.39E-04	1.15E-03	1.32E-03	1.81E-03	1.86E-03	4.15E-04	1.17E-03	1.38E-03	1.85E-03	2.16E-03
39.97306	4.02E-05	3.70E-05	4.01E-05	4.61E-04	4.35E-06	1.18E-05	3.65E-06	4.87E-06	4.65E-04	1.79E-05	4.89E-05	7.37E-06	6.63E-06	4.58E-04	1.80E-05	1.41E-05	8.62E-06	7.76E-06
39.99143	2.08E-03	1.69E-03	1.78E-03	3.88E-03	3.58E-03	3.74E-03	3.81E-03	3.80E-03	3.90E-03	3.39E-03	3.62E-03	3.76E-03	3.31E-03	3.99E-03	3.45E-03	3.59E-03	3.83E-03	3.86E-03
40.01532	5.74E-05	5.41E-05	7.30E-05	7.55E-05	1.44E-04	1.03E-04	9.89E-05	1.05E-04	4.98E-05	9.10E-05	8.88E-05	8.88E-05	1.13E-04	6.00E-05	8.55E-05	7.56E-05	8.92E-05	9.52E-05
40.16358	2.00E-05	1.83E-05	1.76E-05	2.51E-05	2.13E-05	3.10E-05	2.92E-05	2.72E-05	2.43E-05	2.35E-05	1.91E-05	2.65E-05	2.83E-05	1.90E-05	3.44E-05	2.71E-05	2.43E-05	2.21E-05
40.98627	3.62E-04	3.51E-04	3.78E-04	6.09E-04	1.89E-04	1.91E-04	2.07E-04	2.32E-04	6.00E-04	1.84E-04	3.92E-04	2.29E-04	2.24E-04	6.29E-04	2.02E-04	2.15E-04	2.39E-04	2.50E-04
41.00621	1.42E-02	1.37E-02	1.41E-02	5.67E-03	1.46E-02	1.78E-02	2.15E-02	2.34E-02	5.21E-03	1.51E-02	1.70E-02	2.17E-02	2.09E-02	5.56E-03	1.51E-02	1.76E-02	2.16E-02	2.39E-02
41.17345	1.65E-04	1.56E-04	1.60E-04	5.81E-05	1.03E-04	1.44E-04	1.72E-04	1.86E-04	4.78E-05	1.16E-04	1.22E-04	1.55E-04	1.48E-04	5.27E-05	1.16E-04	1.22E-04	1.71E-04	1.59E-04
41.99668	8.78E-05	8.02E-05	1.07E-04	2.88E-04	2.29E-03	1.20E-04	1.33E-04	1.11E-04	2.19E-04	7.79E-05	4.86E-04	9.88E-05	9.55E-05	2.17E-04	8.64E-05	6.87E-05	7.11E-05	7.08E-05
42.0034	3.17E-04	2.59E-04	3.62E-04	1.56E-03	1.09E-03	1.45E-03	1.42E-03	1.34E-03	1.27E-03	1.21E-03	1.02E-03	1.22E-03	1.35E-03	1.18E-03	1.10E-03	1.17E-03	1.21E-03	1.09E-03
42.97654	2.66E-03	2.22E-03	2.31E-03	7.06E-04	7.96E-03	6.18E-03	5.08E-03	4.28E-03	7.30E-04	6.64E-03	6.09E-03	4.86E-03	3.58E-03	7.02E-04	7.00E-03	6.27E-03	5.20E-03	4.48E-03
42.9993	1.28E-04	1.29E-04	1.41E-04	3.00E-04	8.21E-04	7.56E-04	5.85E-04	5.35E-04	2.51E-04	8.26E-04	7.56E-04	5.88E-04	4.05E-04	2.67E-04	8.11E-04	7.35E-04	5.59E-04	4.74E-04
43.01936	1.11E-03	1.13E-03	1.13E-03	1.21E-04	1.96E-03	2.64E-03	3.37E-03	4.04E-03	9.18E-05	2.17E-03	2.54E-03	3.72E-03	3.84E-03	1.01E-04	2.17E-03	2.65E-03	3.67E-03	4.14E-03
43.14686	3.60E-05	2.94E-05	3.37E-05	2.87E-06	6.96E-05	5.17E-05	4.48E-05	4.27E-05	2.35E-06	5.96E-05	4.82E-05	4.19E-05	3.19E-05	2.93E-06	5.48E-05	5.39E-05	4.56E-05	4.54E-05
43.97061	2.39E-04	2.37E-04	2.80E-04	2.48E-04	5.66E-05	4.83E-05	3.23E-05	3.01E-05	2.30E-04	7.49E-05	1.18E-04	4.16E-05	2.96E-05	2.40E-04	8.96E-05	6.29E-05	4.09E-05	3.40E-05
43.98649	1.76E-04	1.66E-04	1.66E-04	1.12E-04	5.71E-04	5.14E-04	4.59E-04	4.07E-04	1.20E-04	5.51E-04	4.22E-04	4.41E-04	3.52E-04	1.13E-04	5.59E-04	5.13E-04	4.70E-04	4.24E-04
44.98047	2.92E-04	2.93E-04	3.11E-04	7.32E-04	1.31E-04	9.71E-05	8.83E-05	7.83E-05	6.45E-04	1.13E-04	3.35E-04	8.87E-05	7.99E-05	6.86E-04	1.31E-04	9.19E-05	9.02E-05	9.08E-05
44.99943	3.97E-03	3.95E-03	4.03E-03	8.99E-04	6.29E-03	8.56E-03	1.16E-02	1.34E-02	8.27E-04	6.58E-03	8.04E-03	1.20E-02	1.19E-02	8.63E-04	6.60E-03	8.25E-03	1.18E-02	1.38E-02
45.17417	3.00E-05	3.25E-05	3.21E-05	5.02E-06	2.39E-05	3.58E-05	5.72E-05	6.51E-05	4.70E-06	3.09E-05	4.34E-05	5.78E-05	6.07E-05	5.12E-06	2.93E-05	4.23E-05	5.91E-05	6.57E-05
46.00295	4.42E-05	4.57E-05	4.68E-05	8.61E-06	7.36E-05	9.86E-05	1.43E-04	1.58E-04	1.41E-05	9.59E-05	9.41E-05	1.38E-04	1.56E-04	8.05E-06	1.03E-04	1.02E-04	1.45E-04	1.70E-04
46.99451	6.05E-05	3.02E-05	1.10E-04	9.11E-05	6.44E-05	5.91E-05	4.32E-05	4.42E-05	8.85E-05	4.70E-05	5.62E-05	4.57E-05	4.82E-05	9.96E-05	6.10E-05	4.23E-05	4.71E-05	5.02E-05
47.99986	4.10E-03	3.40E-03	3.54E-03	1.43E-02	3.57E-03	4.22E-03	5.23E-03	5.47E-03	1.51E-02	3.32E-03	4.02E-03	4.98E-03	4.61E-03	1.46E-02	3.35E-03	4.11E-03	5.06E-03	5.61E-03
48.18128	6.37E-05	5.70E-05	5.92E-05	9.83E-05	4.96E-05	5.24E-05	7.40E-05	7.34E-05	1.15E-04	4.92E-05	4.30E-05	6.46E-05	6.48E-05	1.19E-04	4.81E-05	4.16E-05	5.85E-05	8.69E-05
