Mass (u)	P1_SQ2	P1_SQ1	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ2	P2_SQ1	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ2	P3_SQ1	P3_SQ3	P3_SQ4	P3_SQ5
252.9101	2.00E-04	1.22E-05	2.52E-04	3.17E-04	3.85E-04	2.43E-04	6.26E-06	2.55E-04	3.37E-04	4.67E-04	2.10E-04	8.05E-06	2.58E-04	3.14E-04	3.77E-04
253.9025	8.57E-05	1.00E-05	1.01E-04	1.04E-04	1.18E-04	9.54E-05	3.91E-06	8.77E-05	1.11E-04	1.33E-04	9.23E-05	1.39E-05	9.44E-05	1.08E-04	1.07E-04
254.9302	3.02E-04	1.15E-05	3.55E-04	4.76E-04	5.12E-04	3.31E-04	8.61E-06	3.71E-04	4.50E-04	6.11E-04	3.44E-04	1.02E-05	3.67E-04	4.59E-04	4.87E-04
255.9137	9.70E-05	1.63E-04	1.05E-04	1.31E-04	1.42E-04	1.27E-04	1.50E-04	1.12E-04	1.39E-04	1.89E-04	1.14E-04	1.43E-04	1.19E-04	1.32E-04	1.45E-04
256.8785	9.67E-04	6.51E-04	1.57E-03	1.36E-03	1.21E-03	1.67E-03	5.94E-04	1.64E-03	1.45E-03	2.00E-03	1.40E-03	5.60E-04	1.44E-03	1.18E-03	1.02E-03
257.8927	7.14E-05	1.61E-04	8.08E-05	9.13E-05	1.08E-04	7.53E-05	1.67E-04	8.91E-05	9.34E-05	1.48E-04	6.61E-05	1.84E-04	7.23E-05	1.04E-04	1.06E-04
258.8852	6.46E-04	2.12E-04	6.58E-04	5.96E-04	5.52E-04	6.92E-04	1.71E-04	7.27E-04	6.20E-04	1.03E-03	5.78E-04	1.75E-04	5.92E-04	5.34E-04	4.99E-04
259.9081	7.66E-05	4.45E-05	1.07E-04	1.32E-04	1.44E-04	8.27E-05	5.17E-05	9.92E-05	1.31E-04	1.72E-04	8.17E-05	3.95E-05	1.03E-04	1.22E-04	1.48E-04
260.9033	1.78E-04	3.59E-05	2.50E-04	3.05E-04	3.53E-04	2.10E-04	2.27E-05	2.40E-04	3.17E-04	4.84E-04	1.85E-04	2.85E-05	2.26E-04	3.01E-04	3.21E-04
261.9335	7.88E-05	7.89E-06	1.13E-04	1.21E-04	1.46E-04	8.95E-05	1.10E-05	1.08E-04	1.16E-04	1.69E-04	8.06E-05	5.86E-06	1.06E-04	1.28E-04	1.32E-04
262.8699	4.90E-04	3.59E-05	5.62E-04	6.64E-04	7.03E-04	5.21E-04	6.89E-05	5.51E-04	6.59E-04	7.35E-04	5.28E-04	5.93E-05	5.72E-04	6.54E-04	6.97E-04
263.8643	5.92E-04	7.17E-06	6.57E-04	8.21E-04	9.04E-04	6.12E-04	1.02E-05	6.60E-04	8.27E-04	7.86E-04	6.47E-04	9.52E-06	6.88E-04	8.12E-04	8.74E-04
264.8814	9.74E-04	2.30E-05	1.35E-03	1.72E-03	1.88E-03	1.23E-03	2.19E-05	1.38E-03	1.74E-03	1.81E-03	1.21E-03	1.83E-05	1.39E-03	1.68E-03	1.83E-03
265.8793	1.30E-04	1.43E-05	1.53E-04	1.96E-04	1.97E-04	1.42E-04	1.10E-05	1.44E-04	1.85E-04	2.17E-04	1.34E-04	1.46E-05	1.62E-04	1.90E-04	2.08E-04
266.8904	2.39E-04	8.61E-06	3.27E-04	4.17E-04	4.49E-04	3.02E-04	8.61E-06	3.36E-04	4.29E-04	5.53E-04	3.02E-04	1.17E-05	3.16E-04	3.59E-04	3.91E-04
267.9243	6.09E-05	7.17E-06	8.01E-05	9.71E-05	1.19E-04	7.79E-05	3.91E-06	8.25E-05	1.01E-04	1.30E-04	7.20E-05	5.86E-06	7.41E-05	1.00E-04	1.13E-04
268.9177	1.31E-04	7.89E-06	2.01E-04	2.27E-04	2.50E-04	1.80E-04	8.61E-06	1.98E-04	2.52E-04	3.58E-04	1.38E-04	8.05E-06	1.95E-04	2.15E-04	2.42E-04
269.9395	4.92E-05	7.17E-07	6.68E-05	7.37E-05	9.75E-05	6.08E-05	3.91E-06	5.79E-05	7.58E-05	1.02E-04	5.36E-05	3.66E-06	6.55E-05	8.00E-05	9.23E-05
270.9057	1.82E-04	7.17E-06	2.62E-04	3.71E-04	4.24E-04	2.22E-04	6.26E-06	2.49E-04	3.65E-04	4.86E-04	2.22E-04	2.20E-06	2.59E-04	3.48E-04	3.95E-04
271.877	1.16E-04	8.61E-06	1.79E-04	2.38E-04	2.72E-04	1.39E-04	7.83E-07	1.70E-04	2.30E-04	2.54E-04	1.33E-04	8.05E-06	1.52E-04	2.27E-04	2.77E-04
272.8872	2.63E-04	6.46E-06	4.12E-04	5.84E-04	7.12E-04	3.33E-04	3.13E-06	3.80E-04	5.65E-04	6.60E-04	3.50E-04	5.12E-06	3.71E-04	5.70E-04	6.51E-04
273.8904	6.96E-05	1.86E-05	9.23E-05	1.14E-04	1.42E-04	7.34E-05	1.96E-05	9.88E-05	1.15E-04	1.52E-04	7.55E-05	1.24E-05	9.59E-05	1.07E-04	1.39E-04
274.8514	2.91E-04	4.81E-05	4.85E-04	4.04E-04	3.74E-04	4.68E-04	3.84E-05	4.93E-04	4.27E-04	7.81E-04	3.78E-04	4.76E-05	4.19E-04	3.41E-04	3.13E-04
275.9157	5.00E-05	1.22E-05	6.60E-05	7.67E-05	8.97E-05	5.89E-05	1.41E-05	6.90E-05	8.52E-05	1.08E-04	4.65E-05	1.83E-05	6.66E-05	7.57E-05	8.93E-05
276.8551	2.16E-04	1.94E-05	2.87E-04	2.80E-04	2.73E-04	3.14E-04	1.57E-05	3.35E-04	3.13E-04	6.30E-04	2.65E-04	1.90E-05	2.77E-04	2.42E-04	2.35E-04
277.8904	8.14E-05	1.43E-05	9.78E-05	1.14E-04	1.36E-04	9.73E-05	1.02E-05	9.57E-05	1.25E-04	1.49E-04	9.15E-05	1.39E-05	1.03E-04	1.13E-04	1.22E-04
278.8836	2.47E-04	1.22E-05	3.15E-04	4.22E-04	4.59E-04	2.56E-04	8.61E-06	2.95E-04	4.07E-04	5.29E-04	2.69E-04	1.02E-05	2.97E-04	3.93E-04	4.31E-04
279.8652	5.35E-04	7.89E-06	4.34E-04	3.86E-04	3.92E-04	4.82E-04	9.39E-06	4.57E-04	4.37E-04	3.96E-04	4.63E-04	6.59E-06	4.59E-04	4.72E-04	4.31E-04
280.8793	5.55E-03	3.30E-05	5.97E-03	6.58E-03	6.95E-03	6.17E-03	4.07E-05	6.38E-03	7.05E-03	6.63E-03	6.22E-03	2.78E-05	6.64E-03	7.11E-03	7.11E-03
281.8545	2.53E-04	1.65E-05	3.13E-04	3.49E-04	3.48E-04	3.25E-04	1.02E-05	3.40E-04	3.38E-04	4.04E-04	3.19E-04	1.32E-05	3.30E-04	3.31E-04	3.20E-04
282.8724	6.85E-04	5.67E-05	8.48E-04	9.09E-04	9.54E-04	9.25E-04	5.48E-05	9.27E-04	9.51E-04	1.09E-03	8.98E-04	5.42E-05	8.92E-04	8.94E-04	8.50E-04
283.8684	1.01E-04	6.46E-06	1.43E-04	1.43E-04	1.51E-04	1.32E-04	1.49E-05	1.28E-04	1.52E-04	1.95E-04	1.22E-04	1.10E-05	1.23E-04	1.30E-04	1.39E-04
284.867	1.73E-04	1.58E-05	2.61E-04	3.06E-04	3.28E-04	2.60E-04	1.25E-05	2.72E-04	3.14E-04	4.29E-04	2.14E-04	2.20E-05	2.37E-04	2.75E-04	3.11E-04
285.8835	7.22E-05	5.74E-06	6.35E-05	9.07E-05	1.01E-04	5.85E-05	3.91E-06	6.35E-05	8.73E-05	1.22E-04	5.75E-05	6.59E-06	7.02E-05	9.21E-05	8.84E-05
286.8828	1.25E-04	3.59E-06	1.78E-04	2.56E-04	2.94E-04	1.59E-04	7.83E-07	1.74E-04	2.63E-04	3.35E-04	1.46E-04	6.59E-06	1.69E-04	2.41E-04	2.95E-04
287.886	8.49E-05	4.30E-06	9.70E-05	1.38E-04	1.53E-04	8.65E-05	4.70E-06	9.81E-05	1.40E-04	1.61E-04	9.74E-05	2.93E-06	1.01E-04	1.27E-04	1.58E-04
288.8816	6.72E-04	6.46E-06	1.01E-03	1.48E-03	1.70E-03	8.09E-04	4.70E-06	9.47E-04	1.44E-03	1.53E-03	8.37E-04	5.86E-06	9.99E-04	1.45E-03	1.67E-03
289.871	1.31E-04	2.15E-06	1.81E-04	2.10E-04	2.46E-04	1.37E-04	3.91E-06	1.68E-04	2.24E-04	2.56E-04	1.42E-04	3.66E-06	1.65E-04	2.31E-04	2.30E-04
290.8689	1.97E-04	3.59E-06	2.86E-04	3.90E-04	4.28E-04	2.69E-04	1.33E-05	2.88E-04	3.98E-04	4.81E-04	2.41E-04	6.59E-06	2.97E-04	3.78E-04	4.26E-04
291.8757	5.48E-05	4.30E-06	6.97E-05	9.87E-05	1.18E-04	6.60E-05	3.13E-06	7.46E-05	9.73E-05	1.40E-04	6.18E-05	5.86E-06	7.34E-05	9.70E-05	1.12E-04
292.865	1.64E-04	5.02E-06	2.15E-04	2.35E-04	2.68E-04	2.04E-04	3.13E-06	2.32E-04	2.56E-04	3.99E-04	1.85E-04	7.32E-07	1.98E-04	2.29E-04	2.58E-04
293.9503	4.53E-05	1.43E-06	5.31E-05	7.49E-05	8.95E-05	5.44E-05	7.83E-07	6.73E-05	7.13E-05	1.04E-04	5.32E-05	2.20E-06	5.75E-05	7.91E-05	8.63E-05
294.8715	1.60E-04	2.87E-06	2.43E-04	3.30E-04	3.99E-04	2.17E-04	5.48E-06	2.55E-04	3.37E-04	5.01E-04	2.06E-04	2.93E-06	2.24E-04	3.15E-04	3.87E-04
295.8808	8.70E-05	2.87E-06	8.60E-05	1.18E-04	1.43E-04	8.54E-05	1.57E-06	8.43E-05	1.27E-04	1.60E-04	8.41E-05	5.12E-06	9.66E-05	1.27E-04	1.37E-04
296.8746	2.92E-04	6.46E-06	3.05E-04	4.23E-04	4.88E-04	2.73E-04	4.70E-06	2.94E-04	4.28E-04	5.46E-04	2.60E-04	4.39E-06	3.05E-04	4.22E-04	4.89E-04
297.9035	9.23E-05	2.08E-05	1.11E-04	1.37E-04	1.57E-04	1.04E-04	1.33E-05	1.25E-04	1.48E-04	1.93E-04	9.23E-05	1.83E-05	1.10E-04	1.39E-04	1.48E-04
298.8445	1.39E-03	1.85E-04	2.05E-03	1.89E-03	1.70E-03	2.26E-03	1.60E-04	2.20E-03	1.93E-03	2.52E-03	1.87E-03	1.90E-04	1.95E-03	1.70E-03	1.45E-03
299.8795	7.31E-05	5.16E-05	1.03E-04	1.29E-04	1.31E-04	1.06E-04	5.17E-05	1.22E-04	1.24E-04	1.68E-04	9.58E-05	5.05E-05	1.02E-04	1.23E-04	1.30E-04
300.841	5.21E-04	4.23E-05	7.25E-04	6.65E-04	6.18E-04	7.66E-04	5.01E-05	7.64E-04	6.97E-04	9.69E-04	6.48E-04	5.78E-05	6.60E-04	6.01E-04	4.83E-04
301.8818	7.70E-05	2.01E-05	1.12E-04	1.45E-04	1.60E-04	9.47E-05	1.17E-05	1.12E-04	1.35E-04	1.86E-04	9.31E-05	1.68E-05	1.07E-04	1.36E-04	1.52E-04
302.8605	1.44E-04	1.15E-05	2.17E-04	2.77E-04	3.21E-04	1.87E-04	1.10E-05	2.28E-04	2.83E-04	3.95E-04	1.78E-04	1.24E-05	2.01E-04	2.63E-04	3.12E-04
303.8792	6.05E-05	5.02E-06	8.63E-05	1.10E-04	1.24E-04	6.93E-05	4.70E-06	8.39E-05	1.15E-04	1.29E-04	6.96E-05	3.66E-06	7.70E-05	1.04E-04	1.18E-04
304.8796	2.53E-04	3.59E-06	3.73E-04	5.31E-04	6.05E-04	3.40E-04	5.48E-06	3.60E-04	5.31E-04	6.01E-04	3.18E-04	5.12E-06	3.72E-04	5.13E-04	6.10E-04
305.8629	1.30E-04	5.02E-06	1.41E-04	1.74E-04	2.13E-04	1.23E-04	3.91E-06	1.52E-04	1.76E-04	2.14E-04	1.20E-04	1.46E-06	1.56E-04	1.76E-04	1.97E-04
306.844	5.30E-04	7.17E-06	7.96E-04	9.81E-04	1.07E-03	6.99E-04	1.10E-05	7.68E-04	9.93E-04	1.13E-03	6.42E-04	1.17E-05	7.38E-04	9.20E-04	9.99E-04
307.8675	8.40E-05	8.61E-06	9.93E-05	1.36E-04	1.51E-04	9.28E-05	6.26E-06	1.10E-04	1.36E-04	1.69E-04	8.80E-05	2.93E-06	9.77E-05	1.33E-04	1.61E-04
308.8618	1.74E-04	6.46E-06	2.71E-04	3.54E-04	3.92E-04	2.59E-04	5.48E-06	2.80E-04	3.47E-04	4.68E-04	2.20E-04	5.12E-06	2.79E-04	3.10E-04	3.41E-04
309.9019	5.35E-05	3.59E-06	7.08E-05	9.10E-05	1.14E-04	5.78E-05	5.48E-06	7.46E-05	9.82E-05	1.13E-04	5.36E-05	5.12E-06	7.60E-05	8.84E-05	9.89E-05
310.9612	1.52E-04	2.87E-06	1.52E-04	1.83E-04	2.29E-04	1.38E-04	2.35E-06	1.75E-04	2.01E-04	2.74E-04	1.32E-04	5.86E-06	1.53E-04	1.95E-04	2.18E-04
311.9505	4.40E-05	1.43E-06	4.83E-05	6.58E-05	7.05E-05	4.66E-05	3.13E-06	4.75E-05	6.63E-05	9.64E-05	5.16E-05	2.93E-06	4.52E-05	6.13E-05	8.45E-05
312.8765	1.33E-04	6.46E-06	1.95E-04	2.76E-04	3.32E-04	1.76E-04	1.49E-05	1.93E-04	2.61E-04	3.78E-04	1.72E-04	1.39E-05	1.75E-04	2.54E-04	3.28E-04
313.8939	5.70E-05	2.87E-06	7.97E-05	1.13E-04	1.33E-04	6.93E-05	6.26E-06	7.59E-05	9.90E-05	1.38E-04	7.04E-05	4.39E-06	7.52E-05	9.58E-05	1.26E-04
314.8527	1.79E-04	7.89E-06	2.60E-04	3.71E-04	4.50E-04	2.21E-04	6.26E-06	2.66E-04	3.69E-04	4.65E-04	2.22E-04	3.66E-06	2.38E-04	3.42E-04	4.03E-04
315.8888	6.31E-05	4.59E-05	8.89E-05	1.03E-04	1.20E-04	6.82E-05	5.56E-05	9.95E-05	9.34E-05	1.46E-04	6.53E-05	4.17E-05	7.92E-05	9.58E-05	1.17E-04
316.8189	3.19E-04	2.45E-04	5.58E-04	4.62E-04	4.23E-04	5.32E-04	2.18E-04	5.52E-04	4.70E-04	8.19E-04	4.41E-04	1.98E-04	4.64E-04	3.86E-04	3.27E-04
317.8888	4.92E-05	8.39E-05	6.05E-05	8.22E-05	9.00E-05	5.63E-05	7.44E-05	7.77E-05	7.22E-05	1.28E-04	5.36E-05	7.03E-05	6.80E-05	7.39E-05	7.23E-05
318.848	2.58E-04	8.46E-05	3.33E-04	2.94E-04	2.62E-04	3.48E-04	7.28E-05	3.28E-04	3.03E-04	5.85E-04	2.51E-04	5.78E-05	2.69E-04	2.57E-04	2.41E-04
319.893	4.48E-05	2.30E-05	5.83E-05	9.07E-05	9.78E-05	6.49E-05	2.35E-05	7.14E-05	9.49E-05	1.39E-04	5.83E-05	1.83E-05	6.04E-05	8.71E-05	8.90E-05
320.8498	1.32E-04	2.30E-05	1.86E-04	2.46E-04	2.68E-04	1.61E-04	1.25E-05	1.81E-04	2.50E-04	3.55E-04	1.59E-04	1.46E-05	1.71E-04	2.23E-04	2.66E-04
321.8424	5.78E-04	4.30E-06	5.54E-04	5.24E-04	5.28E-04	5.27E-04	5.48E-06	6.92E-04	5.66E-04	5.30E-04	5.42E-04	5.86E-06	5.51E-04	5.28E-04	5.49E-04
322.8387	4.10E-03	1.22E-05	4.33E-03	4.66E-03	4.93E-03	4.42E-03	1.10E-05	4.49E-03	4.90E-03	4.59E-03	4.52E-03	1.24E-05	4.68E-03	4.96E-03	5.09E-03
323.8577	1.54E-04	8.61E-06	1.76E-04	2.18E-04	2.44E-04	1.83E-04	6.26E-06	1.94E-04	2.41E-04	2.50E-04	1.86E-04	3.66E-06	1.91E-04	2.33E-04	2.45E-04
324.8363	5.05E-04	1.65E-05	6.07E-04	6.81E-04	6.97E-04	6.42E-04	8.61E-06	6.35E-04	7.51E-04	7.79E-04	6.41E-04	9.52E-06	6.54E-04	7.18E-04	6.95E-04
325.9072	6.05E-05	4.30E-06	9.70E-05	1.25E-04	1.33E-04	8.65E-05	3.91E-06	9.95E-05	1.27E-04	1.52E-04	8.96E-05	5.12E-06	9.12E-05	1.19E-04	1.27E-04
326.8481	1.41E-04	3.59E-06	2.00E-04	2.24E-04	2.58E-04	1.88E-04	5.48E-06	2.07E-04	2.56E-04	3.40E-04	1.73E-04	5.86E-06	1.90E-04	2.32E-04	2.37E-04
327.8535	4.70E-05	2.15E-06	7.60E-05	8.34E-05	9.69E-05	6.63E-05	0.00E+00	6.62E-05	9.02E-05	1.13E-04	6.26E-05	7.32E-07	6.69E-05	7.82E-05	1.00E-04
328.8935	9.01E-05	4.30E-06	1.41E-04	1.92E-04	2.22E-04	1.23E-04	9.39E-06	1.39E-04	2.10E-04	2.53E-04	1.25E-04	9.52E-06	1.43E-04	1.87E-04	2.18E-04
329.9401	6.92E-05	5.02E-06	1.04E-04	1.46E-04	1.61E-04	8.68E-05	1.57E-06	1.27E-04	1.60E-04	1.77E-04	9.35E-05	2.93E-06	1.14E-04	1.37E-04	1.79E-04
330.8381	5.08E-04	4.30E-06	7.99E-04	1.17E-03	1.32E-03	6.51E-04	7.83E-06	7.62E-04	1.13E-03	1.20E-03	6.79E-04	1.46E-06	7.96E-04	1.12E-03	1.31E-03
331.8486	7.83E-05	1.43E-06	1.02E-04	1.44E-04	1.65E-04	8.87E-05	7.83E-07	1.17E-04	1.47E-04	1.83E-04	8.68E-05	7.32E-07	1.07E-04	1.35E-04	1.66E-04
332.8397	1.46E-04	1.43E-06	2.22E-04	3.05E-04	3.42E-04	2.13E-04	7.83E-06	2.16E-04	3.09E-04	3.87E-04	2.02E-04	9.52E-06	2.11E-04	2.94E-04	3.29E-04
333.9007	5.05E-05	7.89E-06	7.71E-05	9.13E-05	1.19E-04	5.11E-05	8.61E-06	7.39E-05	1.11E-04	1.46E-04	5.94E-05	4.39E-06	7.78E-05	9.02E-05	1.13E-04
334.8258	1.33E-04	2.08E-05	2.02E-04	1.96E-04	2.30E-04	1.83E-04	9.39E-06	2.04E-04	2.29E-04	3.41E-04	1.46E-04	1.83E-05	1.75E-04	1.88E-04	2.11E-04
335.9469	3.57E-05	6.46E-06	5.17E-05	7.95E-05	8.52E-05	5.96E-05	7.04E-06	5.90E-05	8.40E-05	1.14E-04	4.97E-05	5.86E-06	5.86E-05	6.80E-05	8.21E-05
336.8531	1.01E-04	9.32E-06	1.39E-04	1.67E-04	1.87E-04	1.46E-04	4.70E-06	1.53E-04	1.70E-04	2.97E-04	1.33E-04	4.39E-06	1.33E-04	1.61E-04	1.79E-04
337.8559	8.22E-05	5.74E-06	8.41E-05	1.21E-04	1.26E-04	8.42E-05	5.48E-06	1.02E-04	1.25E-04	1.50E-04	7.82E-05	4.39E-06	8.75E-05	1.07E-04	1.42E-04
338.8337	2.78E-04	7.17E-06	2.68E-04	4.12E-04	4.64E-04	2.34E-04	7.83E-06	2.49E-04	3.70E-04	4.99E-04	2.54E-04	5.12E-06	2.57E-04	3.77E-04	4.70E-04
340.3107	2.16E-04	9.32E-06	3.04E-04	2.85E-04	2.93E-04	2.86E-04	3.91E-06	4.39E-04	3.34E-04	4.37E-04	2.30E-04	6.59E-06	2.65E-04	2.64E-04	2.71E-04
340.8135	8.84E-04	2.01E-05	1.22E-03	1.26E-03	1.29E-03	1.29E-03	1.41E-05	1.23E-03	1.32E-03	1.55E-03	1.13E-03	1.61E-05	1.19E-03	1.19E-03	1.21E-03
342.0042	1.51E-04	7.17E-06	2.16E-04	2.24E-04	2.23E-04	2.12E-04	4.70E-06	2.71E-04	2.32E-04	3.12E-04	1.95E-04	2.20E-06	2.01E-04	2.24E-04	1.96E-04
342.8134	3.29E-04	1.29E-05	4.44E-04	4.46E-04	4.49E-04	4.71E-04	1.02E-05	4.54E-04	4.68E-04	6.40E-04	3.87E-04	1.68E-05	4.21E-04	4.11E-04	3.95E-04
343.8662	7.96E-05	5.02E-06	1.24E-04	1.61E-04	1.67E-04	1.09E-04	3.91E-06	1.25E-04	1.66E-04	2.03E-04	1.04E-04	4.39E-06	1.10E-04	1.39E-04	1.74E-04
344.8382	1.18E-04	5.02E-06	1.77E-04	2.27E-04	2.84E-04	1.66E-04	3.91E-06	1.86E-04	2.36E-04	3.09E-04	1.65E-04	2.93E-06	1.86E-04	2.26E-04	2.48E-04
345.8922	6.09E-05	4.30E-06	8.63E-05	1.13E-04	1.29E-04	7.42E-05	1.57E-06	1.04E-04	1.14E-04	1.60E-04	6.53E-05	3.66E-06	8.21E-05	1.25E-04	1.25E-04
346.8376	2.26E-04	2.15E-06	3.17E-04	4.32E-04	5.26E-04	2.59E-04	1.57E-06	3.20E-04	4.79E-04	5.02E-04	2.53E-04	4.39E-06	3.14E-04	4.34E-04	5.19E-04
348.033	1.02E-04	1.43E-06	1.45E-04	1.74E-04	1.99E-04	1.13E-04	3.13E-06	1.63E-04	1.98E-04	2.32E-04	9.43E-05	7.32E-07	1.29E-04	1.59E-04	1.88E-04
348.8037	2.64E-04	2.15E-06	4.12E-04	5.44E-04	6.00E-04	3.73E-04	3.91E-06	4.06E-04	5.39E-04	6.44E-04	3.42E-04	2.93E-06	3.95E-04	4.90E-04	5.33E-04
349.8818	8.44E-05	3.59E-06	1.12E-04	1.68E-04	1.73E-04	1.03E-04	6.26E-06	1.33E-04	1.58E-04	2.12E-04	8.64E-05	2.20E-06	1.18E-04	1.36E-04	1.76E-04
350.82	1.51E-04	1.08E-05	2.42E-04	3.16E-04	3.40E-04	1.92E-04	1.25E-05	2.31E-04	3.09E-04	3.96E-04	1.96E-04	1.54E-05	2.20E-04	2.82E-04	3.09E-04
351.9296	4.44E-05	3.59E-06	8.19E-05	9.83E-05	1.12E-04	6.90E-05	3.13E-06	8.91E-05	1.13E-04	1.49E-04	6.34E-05	4.39E-06	6.84E-05	9.79E-05	1.25E-04
352.8264	8.96E-05	2.87E-06	1.40E-04	1.74E-04	2.00E-04	1.28E-04	5.48E-06	1.45E-04	1.87E-04	2.89E-04	1.24E-04	7.32E-07	1.45E-04	1.70E-04	1.91E-04
353.9931	4.48E-05	2.15E-06	8.08E-05	1.10E-04	1.12E-04	7.34E-05	1.57E-06	7.35E-05	1.24E-04	1.56E-04	5.67E-05	2.93E-06	7.16E-05	1.19E-04	1.19E-04
354.8319	1.21E-04	2.87E-06	2.41E-04	3.16E-04	3.87E-04	1.82E-04	2.35E-06	2.11E-04	3.30E-04	4.24E-04	1.75E-04	1.46E-06	2.15E-04	3.09E-04	3.83E-04
356.0028	6.57E-05	4.30E-06	9.48E-05	1.32E-04	1.51E-04	8.01E-05	1.57E-06	1.10E-04	1.26E-04	1.75E-04	8.60E-05	3.66E-06	8.50E-05	1.09E-04	1.47E-04
356.8176	1.67E-04	2.87E-06	2.20E-04	3.13E-04	3.57E-04	1.93E-04	6.26E-06	2.24E-04	3.12E-04	4.11E-04	1.94E-04	4.39E-06	2.16E-04	3.07E-04	3.42E-04
358.2571	1.05E-04	1.51E-05	1.41E-04	1.87E-04	1.77E-04	1.45E-04	1.10E-05	1.95E-04	1.76E-04	2.57E-04	1.36E-04	1.46E-05	1.34E-04	1.51E-04	1.52E-04
358.8202	3.41E-04	8.18E-05	5.49E-04	5.73E-04	5.51E-04	5.99E-04	7.12E-05	5.72E-04	6.02E-04	7.78E-04	5.14E-04	8.20E-05	5.57E-04	5.49E-04	4.97E-04
359.9612	7.27E-05	2.58E-05	1.06E-04	1.15E-04	1.31E-04	1.16E-04	3.21E-05	1.30E-04	1.30E-04	2.02E-04	9.00E-05	3.44E-05	1.11E-04	1.01E-04	1.08E-04
360.8227	2.15E-04	3.01E-05	2.70E-04	2.65E-04	2.76E-04	2.75E-04	2.43E-05	2.72E-04	2.73E-04	4.47E-04	2.29E-04	2.05E-05	2.46E-04	2.41E-04	2.29E-04
361.8703	5.66E-05	7.89E-06	8.34E-05	1.17E-04	1.30E-04	7.90E-05	6.26E-06	9.85E-05	1.20E-04	1.79E-04	6.96E-05	1.02E-05	7.70E-05	9.85E-05	1.25E-04
362.8229	1.20E-04	5.02E-06	1.78E-04	2.31E-04	2.87E-04	1.47E-04	6.26E-06	1.81E-04	2.31E-04	3.58E-04	1.36E-04	2.93E-06	1.49E-04	2.26E-04	2.54E-04
364.3768	1.34E-03	3.59E-06	1.48E-03	1.71E-03	1.84E-03	1.44E-03	3.13E-06	2.03E-03	1.92E-03	1.88E-03	1.33E-03	2.20E-06	1.50E-03	1.77E-03	1.90E-03
364.7991	4.46E-03	6.46E-06	4.52E-03	4.85E-03	5.04E-03	4.56E-03	9.39E-06	4.67E-03	5.11E-03	4.59E-03	4.61E-03	8.05E-06	4.90E-03	5.07E-03	5.19E-03
365.9003	2.16E-04	3.59E-06	2.95E-04	3.69E-04	4.14E-04	2.65E-04	2.35E-06	3.52E-04	3.95E-04	4.15E-04	2.79E-04	7.32E-07	3.08E-04	3.58E-04	4.37E-04
366.8064	3.42E-04	5.02E-06	4.29E-04	5.45E-04	5.95E-04	3.99E-04	4.70E-06	4.31E-04	5.57E-04	5.97E-04	3.99E-04	5.12E-06	4.24E-04	5.15E-04	5.86E-04
367.8721	9.10E-05	2.15E-06	1.36E-04	1.74E-04	2.14E-04	1.24E-04	7.83E-07	1.55E-04	1.93E-04	2.15E-04	1.23E-04	2.93E-06	1.39E-04	1.77E-04	2.00E-04
368.8197	1.30E-04	2.15E-06	1.90E-04	2.49E-04	2.63E-04	1.83E-04	1.57E-06	1.97E-04	2.53E-04	3.13E-04	1.64E-04	3.66E-06	1.81E-04	2.35E-04	2.67E-04
370.0556	5.87E-05	4.30E-06	8.97E-05	1.16E-04	1.35E-04	8.42E-05	1.57E-06	1.00E-04	1.24E-04	1.54E-04	6.57E-05	1.46E-06	8.90E-05	1.06E-04	1.36E-04
370.8469	8.92E-05	2.87E-06	1.36E-04	1.84E-04	1.99E-04	1.25E-04	3.91E-06	1.28E-04	1.70E-04	2.55E-04	1.13E-04	7.32E-07	1.14E-04	1.66E-04	2.03E-04
372.36	2.05E-04	1.43E-06	2.82E-04	4.27E-04	4.95E-04	2.52E-04	1.57E-06	3.78E-04	4.37E-04	5.13E-04	2.17E-04	2.20E-06	2.90E-04	4.00E-04	4.93E-04
372.8022	4.89E-04	2.87E-06	7.74E-04	1.10E-03	1.29E-03	6.25E-04	7.83E-07	7.22E-04	1.06E-03	1.16E-03	6.10E-04	5.12E-06	7.26E-04	1.06E-03	1.24E-03
373.9275	9.75E-05	2.87E-06	1.42E-04	2.05E-04	2.34E-04	1.27E-04	3.91E-06	1.55E-04	2.16E-04	2.53E-04	1.08E-04	1.46E-06	1.43E-04	1.92E-04	2.30E-04
374.8227	1.08E-04	2.15E-06	1.99E-04	2.63E-04	3.20E-04	1.58E-04	2.35E-06	1.98E-04	2.77E-04	3.49E-04	1.62E-04	5.86E-06	1.81E-04	2.60E-04	2.99E-04
376.1162	1.01E-04	2.80E-05	1.48E-04	1.74E-04	1.90E-04	1.39E-04	2.58E-05	1.84E-04	1.87E-04	2.78E-04	1.10E-04	2.12E-05	1.46E-04	1.47E-04	1.75E-04
376.8069	1.84E-04	8.75E-05	3.30E-04	3.22E-04	3.08E-04	3.17E-04	9.63E-05	3.56E-04	3.32E-04	5.52E-04	2.73E-04	1.00E-04	2.99E-04	2.79E-04	2.74E-04
378.1431	7.75E-05	3.66E-05	1.03E-04	1.25E-04	1.24E-04	1.10E-04	3.76E-05	1.35E-04	1.22E-04	2.43E-04	7.94E-05	3.37E-05	1.05E-04	1.15E-04	1.24E-04
