Mass (u)	P1_SQ2	P1_SQ1	P1_SQ3	P1_SQ4	P1_SQ5	P2_SQ2	P2_SQ1	P2_SQ3	P2_SQ4	P2_SQ5	P3_SQ2	P3_SQ1	P3_SQ3	P3_SQ4	P3_SQ5
1.0085	2.24E-01	1.40E-01	2.06E-01	1.80E-01	1.67E-01	2.20E-01	1.34E-01	2.00E-01	1.76E-01	1.47E-01	2.31E-01	1.40E-01	2.13E-01	1.86E-01	1.70E-01
2.0149	2.61E-05	1.79E-05	2.25E-05	2.53E-05	1.49E-05	1.86E-05	1.64E-05	2.29E-05	1.74E-05	1.81E-05	2.85E-05	1.61E-05	2.13E-05	1.82E-05	1.73E-05
3.0259	4.35E-07	0.00E+00	3.69E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.47E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.62E-07	0.00E+00	0.00E+00
4.0145	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.47E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
5.0145	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
6.0144	0.00E+00	0.00E+00	0.00E+00	3.04E-07	2.87E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
7.0143	0.00E+00	7.17E-07	0.00E+00	3.04E-07	0.00E+00	0.00E+00	7.83E-07	0.00E+00	2.95E-07	2.55E-07	3.91E-07	1.46E-06	0.00E+00	3.08E-07	0.00E+00
8.0142	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
9.0142	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
10.014	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.87E-07	7.45E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
11.013	8.70E-07	0.00E+00	0.00E+00	6.09E-07	2.87E-07	3.73E-07	0.00E+00	3.47E-07	2.95E-07	2.55E-07	3.91E-07	0.00E+00	3.62E-07	0.00E+00	5.97E-07
12.0006	1.05E-02	2.30E-02	9.93E-03	9.29E-03	9.07E-03	9.77E-03	2.45E-02	9.66E-03	8.99E-03	7.75E-03	1.04E-02	2.32E-02	9.86E-03	9.25E-03	9.24E-03
13.0085	2.79E-02	2.95E-02	2.64E-02	2.33E-02	2.22E-02	2.69E-02	2.99E-02	2.52E-02	2.22E-02	1.90E-02	2.85E-02	2.98E-02	2.64E-02	2.36E-02	2.24E-02
14.0163	4.49E-03	2.07E-03	4.11E-03	3.39E-03	3.04E-03	4.52E-03	1.86E-03	3.91E-03	3.28E-03	2.66E-03	4.79E-03	2.04E-03	4.29E-03	3.55E-03	3.13E-03
15.0247	5.91E-04	7.46E-05	5.34E-04	5.27E-04	5.01E-04	6.35E-04	6.42E-05	5.82E-04	5.33E-04	4.43E-04	6.35E-04	7.47E-05	5.83E-04	5.14E-04	5.05E-04
15.9957	9.56E-02	2.01E-01	7.47E-02	6.02E-02	5.28E-02	7.75E-02	2.08E-01	7.20E-02	5.83E-02	4.75E-02	8.06E-02	2.03E-01	7.31E-02	6.09E-02	5.42E-02
17.0035	8.26E-02	8.38E-02	6.81E-02	5.44E-02	4.77E-02	7.38E-02	8.10E-02	6.69E-02	5.37E-02	4.28E-02	7.63E-02	8.34E-02	6.91E-02	5.63E-02	4.91E-02
18.0004	2.31E-04	4.21E-04	1.70E-04	1.48E-04	1.22E-04	1.89E-04	4.34E-04	1.68E-04	1.39E-04	1.25E-04	1.99E-04	4.72E-04	1.74E-04	1.52E-04	1.16E-04
18.9991	6.34E-03	3.12E-02	4.15E-03	3.03E-03	2.45E-03	5.19E-03	3.28E-02	4.27E-03	3.06E-03	2.23E-03	5.74E-03	3.07E-02	4.51E-03	3.30E-03	2.64E-03
20.0429	4.35E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.45E-07	7.83E-07	6.93E-07	2.95E-07	2.55E-07	3.91E-07	7.32E-07	3.62E-07	0.00E+00	0.00E+00
21.0129	0.00E+00	7.17E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.83E-07	0.00E+00	2.95E-07	7.65E-07	0.00E+00	0.00E+00	3.62E-07	3.08E-07	0.00E+00
22.0128	0.00E+00	0.00E+00	3.69E-07	3.04E-07	2.87E-07	7.45E-07	7.83E-07	0.00E+00	2.95E-07	5.10E-07	0.00E+00	7.32E-07	7.23E-07	0.00E+00	0.00E+00
22.9915	8.70E-07	0.00E+00	7.38E-07	3.04E-07	0.00E+00	2.61E-06	1.57E-06	3.47E-07	8.84E-07	7.65E-07	3.91E-07	0.00E+00	1.45E-06	9.23E-07	5.97E-07
23.9999	1.56E-02	5.61E-02	1.60E-02	1.65E-02	1.65E-02	1.46E-02	6.04E-02	1.52E-02	1.58E-02	1.41E-02	1.51E-02	5.76E-02	1.54E-02	1.61E-02	1.69E-02
25.008	5.66E-02	9.35E-02	5.94E-02	6.47E-02	6.60E-02	5.54E-02	9.52E-02	5.73E-02	6.20E-02	5.59E-02	5.73E-02	9.57E-02	5.91E-02	6.46E-02	6.73E-02
26.0046	1.05E-02	2.82E-02	7.47E-03	7.40E-03	7.04E-03	6.12E-03	2.53E-02	6.39E-03	6.39E-03	6.84E-03	6.31E-03	2.46E-02	6.31E-03	6.40E-03	6.31E-03
27.0235	1.76E-03	4.74E-04	1.76E-03	1.76E-03	1.79E-03	1.83E-03	3.99E-04	1.76E-03	1.78E-03	1.62E-03	1.77E-03	4.23E-04	1.82E-03	1.83E-03	1.83E-03
27.9866	2.09E-04	2.94E-03	1.38E-04	9.01E-05	9.66E-05	2.34E-04	2.96E-03	1.44E-04	1.04E-04	8.42E-05	2.37E-04	2.94E-03	1.45E-04	1.17E-04	8.54E-05
28.9993	3.92E-04	1.94E-03	3.87E-04	3.76E-04	3.74E-04	4.07E-04	1.91E-03	4.11E-04	3.80E-04	3.45E-04	4.42E-04	1.98E-03	3.88E-04	4.11E-04	3.86E-04
29.9952	3.66E-05	3.85E-04	2.21E-05	1.92E-05	1.43E-05	4.06E-05	3.66E-04	2.39E-05	1.36E-05	1.61E-05	3.91E-05	4.00E-04	2.71E-05	1.60E-05	1.43E-05
31.0182	1.41E-04	1.86E-04	1.17E-04	1.11E-04	1.08E-04	1.28E-04	1.77E-04	1.11E-04	1.13E-04	1.01E-04	1.36E-04	1.84E-04	1.13E-04	1.14E-04	1.08E-04
31.9879	3.65E-03	3.39E-03	1.76E-03	1.35E-03	1.14E-03	1.92E-03	3.29E-03	1.75E-03	1.29E-03	1.10E-03	1.96E-03	3.33E-03	1.79E-03	1.41E-03	1.19E-03
32.9829	2.01E-03	5.45E-04	6.55E-04	4.92E-04	4.21E-04	8.07E-04	4.54E-04	6.91E-04	5.23E-04	5.00E-04	8.52E-04	4.51E-04	7.09E-04	5.48E-04	4.39E-04
33.9729	1.14E-04	3.16E-05	2.77E-05	2.41E-05	1.75E-05	3.65E-05	2.90E-05	3.47E-05	2.51E-05	2.81E-05	3.95E-05	2.49E-05	3.36E-05	2.43E-05	2.27E-05
34.9699	5.58E-02	1.16E-03	5.82E-02	3.58E-02	2.45E-02	6.61E-02	1.07E-03	5.94E-02	3.53E-02	4.22E-02	5.66E-02	1.02E-03	5.12E-02	2.96E-02	1.92E-02
36.0029	4.26E-03	1.07E-02	4.70E-03	5.21E-03	5.34E-03	4.06E-03	1.09E-02	4.46E-03	5.07E-03	4.52E-03	4.27E-03	1.09E-02	4.51E-03	5.14E-03	5.50E-03
36.9669	2.21E-02	4.53E-03	2.32E-02	1.65E-02	1.30E-02	2.57E-02	4.40E-03	2.36E-02	1.62E-02	1.85E-02	2.23E-02	4.50E-03	2.09E-02	1.43E-02	1.14E-02
38.0114	3.08E-03	2.05E-03	3.41E-03	3.80E-03	3.86E-03	3.29E-03	1.78E-03	3.34E-03	3.67E-03	3.38E-03	3.37E-03	1.90E-03	3.48E-03	3.87E-03	3.96E-03
39.0232	1.27E-03	6.29E-04	1.56E-03	2.01E-03	2.29E-03	1.33E-03	5.29E-04	1.58E-03	2.01E-03	2.06E-03	1.36E-03	6.01E-04	1.57E-03	2.05E-03	2.36E-03
39.9998	4.03E-03	4.48E-03	3.98E-03	4.06E-03	4.07E-03	3.64E-03	4.48E-03	3.90E-03	4.02E-03	3.58E-03	3.69E-03	4.57E-03	3.81E-03	4.08E-03	4.12E-03
41.0036	1.52E-02	6.39E-03	1.87E-02	2.25E-02	2.46E-02	1.59E-02	5.92E-03	1.83E-02	2.28E-02	2.20E-02	1.60E-02	6.31E-03	1.85E-02	2.27E-02	2.51E-02
41.9983	4.32E-03	2.56E-03	2.80E-03	2.84E-03	2.76E-03	2.47E-03	2.11E-03	2.65E-03	2.65E-03	2.71E-03	2.35E-03	2.11E-03	2.56E-03	2.61E-03	2.49E-03
42.9785	1.11E-02	1.17E-03	9.94E-03	9.34E-03	9.17E-03	9.99E-03	1.13E-03	9.94E-03	9.51E-03	8.14E-03	1.04E-02	1.12E-03	1.00E-02	9.75E-03	9.42E-03
43.9897	7.24E-04	3.80E-04	6.59E-04	6.04E-04	5.66E-04	7.08E-04	3.70E-04	6.36E-04	6.06E-04	4.89E-04	7.24E-04	3.72E-04	6.67E-04	6.28E-04	6.00E-04
44.9981	6.52E-03	1.67E-03	8.81E-03	1.20E-02	1.37E-02	6.87E-03	1.51E-03	8.65E-03	1.23E-02	1.22E-02	6.90E-03	1.58E-03	8.53E-03	1.21E-02	1.42E-02
45.9947	2.35E-04	5.67E-05	1.96E-04	2.52E-04	2.68E-04	2.24E-04	7.12E-05	2.39E-04	2.70E-04	3.13E-04	2.39E-04	6.88E-05	2.12E-04	2.76E-04	2.93E-04
46.9833	2.18E-04	1.71E-04	1.97E-04	1.65E-04	1.55E-04	1.96E-04	1.56E-04	1.89E-04	1.72E-04	1.87E-04	1.84E-04	1.65E-04	1.88E-04	1.52E-04	1.63E-04
47.9993	4.61E-03	1.46E-02	4.44E-03	5.41E-03	5.64E-03	3.55E-03	1.54E-02	4.28E-03	5.16E-03	4.83E-03	3.62E-03	1.49E-02	4.34E-03	5.27E-03	5.80E-03
49.0085	1.16E-02	1.74E-02	1.53E-02	2.12E-02	2.37E-02	1.17E-02	1.73E-02	1.46E-02	2.05E-02	2.03E-02	1.20E-02	1.78E-02	1.50E-02	2.08E-02	2.41E-02
50.0108	1.60E-03	3.06E-03	1.66E-03	2.15E-03	2.35E-03	1.37E-03	2.78E-03	1.57E-03	2.06E-03	2.10E-03	1.40E-03	2.73E-03	1.58E-03	2.09E-03	2.37E-03
51.0196	2.37E-03	6.00E-04	2.83E-03	3.31E-03	3.52E-03	2.47E-03	5.27E-04	2.75E-03	3.22E-03	3.13E-03	2.54E-03	5.64E-04	2.78E-03	3.31E-03	3.63E-03
51.9954	8.11E-04	1.04E-03	9.80E-04	1.11E-03	1.23E-03	8.58E-04	1.03E-03	9.72E-04	1.15E-03	1.09E-03	8.39E-04	9.97E-04	9.43E-04	1.12E-03	1.19E-03
53.0032	2.37E-03	8.17E-04	3.49E-03	4.38E-03	4.57E-03	2.84E-03	7.98E-04	3.53E-03	4.44E-03	4.38E-03	2.84E-03	8.02E-04	3.35E-03	4.42E-03	4.70E-03
54.0097	2.74E-04	1.05E-04	3.64E-04	4.31E-04	4.72E-04	3.43E-04	9.16E-05	3.86E-04	4.51E-04	4.38E-04	3.45E-04	1.04E-04	3.84E-04	4.58E-04	4.56E-04
55.0181	7.22E-04	1.27E-04	1.19E-03	1.63E-03	1.95E-03	9.11E-04	9.71E-05	1.21E-03	1.74E-03	1.89E-03	8.43E-04	1.05E-04	1.18E-03	1.74E-03	2.00E-03
55.9777	1.97E-04	1.15E-04	1.16E-04	1.15E-04	1.29E-04	1.17E-04	1.13E-04	1.18E-04	1.32E-04	1.35E-04	1.17E-04	1.08E-04	1.26E-04	1.27E-04	1.36E-04
56.9941	6.73E-04	1.23E-04	4.72E-04	5.41E-04	6.44E-04	5.65E-04	1.31E-04	5.22E-04	6.13E-04	6.85E-04	5.51E-04	1.32E-04	5.53E-04	6.02E-04	6.78E-04
58.0055	1.28E-03	8.46E-05	1.19E-03	1.04E-03	1.03E-03	1.46E-03	6.42E-05	1.26E-03	1.05E-03	9.64E-04	1.50E-03	7.76E-05	1.30E-03	1.18E-03	1.08E-03
58.9723	1.39E-02	1.30E-03	1.02E-02	8.54E-03	7.55E-03	1.15E-02	1.39E-03	1.05E-02	8.60E-03	6.80E-03	1.18E-02	1.40E-03	1.09E-02	9.09E-03	7.89E-03
59.9852	3.34E-03	4.27E-02	3.25E-03	3.62E-03	3.76E-03	3.08E-03	4.34E-02	3.23E-03	3.57E-03	3.25E-03	3.21E-03	4.34E-02	3.29E-03	3.69E-03	3.90E-03
60.9972	2.93E-03	1.54E-02	3.48E-03	4.33E-03	4.70E-03	3.12E-03	1.44E-02	3.45E-03	4.32E-03	4.13E-03	3.23E-03	1.53E-02	3.55E-03	4.44E-03	4.81E-03
62.0166	1.65E-03	3.36E-03	2.18E-03	3.04E-03	3.44E-03	1.70E-03	3.16E-03	2.13E-03	2.98E-03	3.11E-03	1.76E-03	3.30E-03	2.13E-03	3.01E-03	3.45E-03
62.9932	1.84E-03	2.39E-03	1.56E-03	2.17E-03	2.44E-03	1.28E-03	2.29E-03	1.58E-03	2.14E-03	2.25E-03	1.31E-03	2.35E-03	1.57E-03	2.23E-03	2.49E-03
63.965	4.14E-03	7.25E-04	1.31E-03	1.46E-03	1.52E-03	1.34E-03	7.08E-04	1.36E-03	1.45E-03	1.70E-03	1.40E-03	6.72E-04	1.40E-03	1.54E-03	1.57E-03
65.0031	3.27E-03	1.29E-03	4.85E-03	7.02E-03	7.94E-03	3.71E-03	1.21E-03	4.85E-03	7.01E-03	7.39E-03	3.72E-03	1.24E-03	4.77E-03	6.98E-03	8.14E-03
66.0018	8.37E-04	3.38E-04	7.60E-04	1.04E-03	1.13E-03	6.41E-04	2.96E-04	7.60E-04	1.03E-03	1.11E-03	6.46E-04	2.85E-04	7.59E-04	1.02E-03	1.16E-03
66.9811	2.95E-03	2.41E-04	3.84E-03	4.90E-03	5.32E-03	3.17E-03	2.22E-04	3.76E-03	4.89E-03	4.76E-03	3.18E-03	2.53E-04	3.76E-03	4.93E-03	5.47E-03
67.987	3.11E-04	3.72E-04	3.36E-04	4.02E-04	4.46E-04	2.60E-04	3.47E-04	2.97E-04	3.76E-04	4.07E-04	2.66E-04	3.68E-04	3.02E-04	3.99E-04	4.15E-04
68.9984	1.96E-03	7.31E-04	2.94E-03	4.09E-03	4.82E-03	2.28E-03	7.47E-04	2.99E-03	4.33E-03	4.64E-03	2.27E-03	7.92E-04	2.97E-03	4.38E-03	5.03E-03
69.998	1.87E-04	8.89E-05	2.06E-04	2.53E-04	2.92E-04	1.99E-04	9.63E-05	2.03E-04	2.73E-04	3.14E-04	1.83E-04	9.66E-05	1.89E-04	2.71E-04	3.15E-04
71.0143	2.05E-03	9.04E-05	2.41E-03	2.67E-03	2.83E-03	2.61E-03	7.59E-05	2.64E-03	2.77E-03	2.82E-03	2.54E-03	6.88E-05	2.62E-03	2.84E-03	2.89E-03
71.9995	1.17E-03	5.76E-03	1.46E-03	2.07E-03	2.38E-03	1.07E-03	6.08E-03	1.41E-03	1.99E-03	2.00E-03	1.08E-03	5.78E-03	1.41E-03	2.01E-03	2.39E-03
73.0075	3.43E-03	6.85E-03	5.17E-03	7.91E-03	9.19E-03	3.55E-03	6.99E-03	5.01E-03	7.73E-03	8.14E-03	3.59E-03	6.89E-03	4.95E-03	7.73E-03	9.48E-03
74.0109	5.49E-04	1.22E-03	7.20E-04	1.03E-03	1.22E-03	5.27E-04	1.09E-03	6.71E-04	9.91E-04	1.09E-03	5.11E-04	1.09E-03	6.75E-04	1.02E-03	1.19E-03
74.9865	1.83E-03	5.17E-04	1.66E-03	2.05E-03	2.23E-03	1.62E-03	4.38E-04	1.67E-03	2.05E-03	2.09E-03	1.69E-03	4.67E-04	1.73E-03	2.14E-03	2.27E-03
75.9745	1.45E-03	3.16E-02	8.95E-04	8.46E-04	8.28E-04	1.05E-03	3.27E-02	9.37E-04	8.47E-04	8.12E-04	1.09E-03	3.24E-02	9.82E-04	9.08E-04	8.67E-04
76.9827	5.69E-03	3.63E-02	5.58E-03	5.74E-03	5.89E-03	6.17E-03	3.48E-02	5.99E-03	5.99E-03	5.52E-03	6.01E-03	3.61E-02	6.08E-03	6.20E-03	5.98E-03
77.9554	5.25E-04	3.27E-03	5.01E-04	4.87E-04	4.56E-04	5.35E-04	3.19E-03	5.07E-04	4.75E-04	5.18E-04	5.13E-04	3.20E-03	4.79E-04	4.72E-04	4.68E-04
78.9674	1.89E-03	4.82E-03	1.44E-03	1.64E-03	1.70E-03	1.51E-03	4.70E-03	1.56E-03	1.67E-03	1.80E-03	1.54E-03	4.62E-03	1.53E-03	1.72E-03	1.72E-03
79.9584	5.25E-03	3.50E-04	8.19E-04	8.23E-04	8.50E-04	1.04E-03	2.76E-04	9.18E-04	8.65E-04	1.16E-03	1.05E-03	2.83E-04	1.02E-03	9.80E-04	9.33E-04
80.966	1.67E-03	3.57E-04	8.97E-04	9.35E-04	9.57E-04	9.91E-04	3.34E-04	1.03E-03	1.02E-03	1.08E-03	1.04E-03	3.28E-04	1.04E-03	1.00E-03	1.01E-03
81.961	4.02E-04	6.96E-05	2.27E-04	3.14E-04	3.35E-04	2.10E-04	6.58E-05	2.29E-04	3.26E-04	3.87E-04	2.09E-04	4.76E-05	2.31E-04	3.41E-04	3.75E-04
82.9716	1.47E-03	7.46E-05	1.60E-03	1.87E-03	2.04E-03	1.39E-03	7.20E-05	1.54E-03	1.91E-03	1.84E-03	1.43E-03	7.47E-05	1.54E-03	1.91E-03	2.09E-03
83.9982	5.69E-04	2.28E-03	7.36E-04	1.09E-03	1.24E-03	5.15E-04	2.34E-03	6.90E-04	1.06E-03	1.11E-03	5.16E-04	2.29E-03	7.16E-04	1.10E-03	1.32E-03
84.9961	1.23E-03	1.73E-03	1.69E-03	2.40E-03	2.76E-03	1.31E-03	1.75E-03	1.64E-03	2.42E-03	2.46E-03	1.34E-03	1.73E-03	1.67E-03	2.37E-03	2.80E-03
86.0112	7.28E-04	9.93E-04	1.01E-03	1.49E-03	1.80E-03	6.88E-04	8.83E-04	9.64E-04	1.49E-03	1.57E-03	6.67E-04	9.09E-04	9.61E-04	1.49E-03	1.78E-03
86.9992	9.14E-04	4.02E-04	1.18E-03	1.56E-03	1.72E-03	9.84E-04	3.41E-04	1.21E-03	1.54E-03	1.60E-03	9.77E-04	3.65E-04	1.21E-03	1.56E-03	1.70E-03
88.012	2.21E-04	1.92E-04	2.67E-04	4.04E-04	4.64E-04	2.07E-04	1.65E-04	2.63E-04	3.97E-04	4.46E-04	2.05E-04	1.80E-04	2.67E-04	3.91E-04	4.82E-04
89.0069	7.34E-04	3.89E-04	1.14E-03	1.69E-03	2.00E-03	8.41E-04	3.61E-04	1.14E-03	1.70E-03	1.89E-03	8.24E-04	4.17E-04	1.09E-03	1.73E-03	2.04E-03
90.0098	1.72E-04	7.53E-05	1.88E-04	2.99E-04	3.54E-04	1.86E-04	7.91E-05	2.04E-04	3.12E-04	3.44E-04	1.86E-04	8.93E-05	2.05E-04	2.89E-04	3.73E-04
91.013	5.51E-04	8.82E-05	8.09E-04	1.18E-03	1.34E-03	6.28E-04	5.95E-05	8.05E-04	1.15E-03	1.26E-03	6.30E-04	7.25E-05	7.87E-04	1.14E-03	1.36E-03
92.0066	3.26E-04	7.89E-05	2.75E-04	3.37E-04	4.04E-04	3.26E-04	1.02E-04	3.14E-04	3.52E-04	4.03E-04	3.55E-04	1.05E-04	3.22E-04	3.73E-04	4.11E-04
93.0055	7.86E-04	1.54E-04	9.51E-04	1.32E-03	1.52E-03	8.75E-04	1.14E-04	9.68E-04	1.40E-03	1.63E-03	9.41E-04	1.31E-04	1.00E-03	1.38E-03	1.61E-03
93.9803	3.36E-04	3.37E-05	2.65E-04	2.56E-04	2.47E-04	2.86E-04	2.97E-05	2.50E-04	2.63E-04	2.97E-04	2.89E-04	3.37E-05	2.75E-04	2.79E-04	2.59E-04
94.955	1.33E-03	7.53E-05	1.76E-03	1.62E-03	1.60E-03	1.70E-03	6.65E-05	1.80E-03	1.73E-03	2.08E-03	1.62E-03	7.54E-05	1.66E-03	1.65E-03	1.62E-03
95.9556	1.24E-03	2.26E-03	5.29E-04	7.93E-04	9.10E-04	4.08E-04	2.27E-03	5.23E-04	8.17E-04	9.13E-04	3.90E-04	2.24E-03	5.20E-04	7.93E-04	9.82E-04
96.9636	3.57E-03	3.02E-03	2.14E-03	3.06E-03	3.58E-03	1.65E-03	3.00E-03	2.11E-03	3.09E-03	3.89E-03	1.51E-03	2.95E-03	2.03E-03	2.98E-03	3.66E-03
97.9956	2.61E-04	5.38E-04	2.84E-04	4.48E-04	5.35E-04	2.02E-04	5.40E-04	2.68E-04	4.35E-04	4.90E-04	1.86E-04	5.39E-04	2.73E-04	4.31E-04	5.31E-04
98.9886	5.83E-04	2.21E-04	6.27E-04	8.41E-04	9.96E-04	4.96E-04	1.98E-04	6.39E-04	8.55E-04	1.05E-03	5.10E-04	2.37E-04	6.40E-04	8.93E-04	1.01E-03
99.9815	1.58E-04	1.98E-04	1.38E-04	2.06E-04	2.20E-04	1.15E-04	1.66E-04	1.37E-04	1.85E-04	2.28E-04	1.15E-04	1.74E-04	1.35E-04	1.94E-04	2.21E-04
100.9841	6.89E-04	6.04E-04	8.60E-04	1.11E-03	1.25E-03	7.26E-04	5.19E-04	8.36E-04	1.14E-03	1.21E-03	7.03E-04	5.46E-04	8.56E-04	1.17E-03	1.29E-03
101.9488	7.94E-04	1.41E-04	5.98E-04	5.82E-04	5.31E-04	5.86E-04	1.34E-04	5.70E-04	5.36E-04	5.34E-04	6.15E-04	1.30E-04	6.07E-04	5.82E-04	5.79E-04
102.9548	2.61E-03	5.94E-04	2.85E-03	3.11E-03	3.23E-03	2.74E-03	6.00E-04	2.86E-03	3.14E-03	2.85E-03	2.80E-03	6.52E-04	2.98E-03	3.21E-03	3.29E-03
103.9791	1.28E-04	1.60E-04	1.43E-04	1.80E-04	2.02E-04	1.22E-04	1.24E-04	1.40E-04	2.03E-04	2.39E-04	1.19E-04	1.14E-04	1.54E-04	1.95E-04	2.09E-04
104.967	4.64E-04	2.53E-04	5.96E-04	6.87E-04	7.75E-04	5.24E-04	2.13E-04	5.88E-04	7.08E-04	7.94E-04	4.85E-04	2.34E-04	5.80E-04	7.08E-04	7.47E-04
105.988	1.16E-04	2.87E-05	1.29E-04	1.96E-04	2.30E-04	1.14E-04	2.19E-05	1.22E-04	2.14E-04	2.49E-04	1.13E-04	3.15E-05	1.40E-04	2.07E-04	2.33E-04
106.9745	2.89E-04	4.59E-05	3.30E-04	4.84E-04	5.54E-04	2.67E-04	4.31E-05	3.14E-04	4.79E-04	5.57E-04	2.61E-04	4.90E-05	3.42E-04	4.95E-04	5.89E-04
107.999	2.01E-04	8.39E-04	2.86E-04	4.58E-04	5.70E-04	2.11E-04	9.54E-04	2.90E-04	4.81E-04	5.51E-04	2.07E-04	8.02E-04	2.75E-04	4.75E-04	5.89E-04
108.9945	3.47E-04	7.85E-04	5.21E-04	8.54E-04	1.03E-03	3.08E-04	7.56E-04	4.75E-04	8.41E-04	1.01E-03	3.33E-04	7.94E-04	4.93E-04	8.57E-04	1.06E-03
110.0042	2.19E-04	4.32E-04	3.36E-04	5.28E-04	6.43E-04	1.98E-04	4.17E-04	2.95E-04	5.34E-04	6.45E-04	1.93E-04	3.95E-04	3.07E-04	5.19E-04	6.31E-04
110.9686	3.75E-04	2.07E-04	5.22E-04	7.90E-04	9.10E-04	3.74E-04	1.57E-04	5.03E-04	7.34E-04	9.79E-04	4.04E-04	1.58E-04	5.06E-04	7.81E-04	9.24E-04
111.9746	1.58E-04	9.83E-05	1.68E-04	2.29E-04	2.66E-04	1.51E-04	9.24E-05	1.82E-04	2.33E-04	3.36E-04	1.46E-04	9.44E-05	1.80E-04	2.23E-04	2.69E-04
112.9628	5.71E-04	1.28E-04	8.38E-04	9.10E-04	9.42E-04	7.96E-04	1.10E-04	8.67E-04	9.74E-04	1.29E-03	6.78E-04	1.33E-04	7.93E-04	8.91E-04	9.40E-04
113.9773	1.08E-04	3.16E-05	1.35E-04	1.57E-04	1.80E-04	1.04E-04	2.27E-05	1.40E-04	1.62E-04	2.34E-04	9.43E-05	1.76E-05	1.18E-04	1.52E-04	1.83E-04
114.9675	3.28E-04	3.66E-05	4.78E-04	5.58E-04	5.94E-04	4.24E-04	2.66E-05	5.31E-04	5.64E-04	7.83E-04	3.80E-04	3.29E-05	4.53E-04	5.23E-04	5.75E-04
115.9682	1.18E-04	3.30E-05	1.65E-04	2.06E-04	2.31E-04	1.33E-04	2.74E-05	1.69E-04	2.15E-04	2.51E-04	1.21E-04	3.15E-05	1.58E-04	2.03E-04	2.21E-04
116.9851	4.18E-04	1.99E-04	5.25E-04	6.82E-04	8.00E-04	4.78E-04	2.16E-04	5.58E-04	7.29E-04	8.47E-04	4.34E-04	2.18E-04	5.43E-04	7.11E-04	7.97E-04
117.9436	4.94E-04	1.56E-04	3.63E-04	3.43E-04	3.45E-04	3.67E-04	1.02E-04	3.97E-04	3.73E-04	3.85E-04	3.80E-04	1.10E-04	3.71E-04	3.65E-04	3.66E-04
118.9456	9.33E-03	2.13E-03	8.34E-03	8.05E-03	7.93E-03	9.07E-03	2.32E-03	8.70E-03	8.41E-03	7.48E-03	9.15E-03	2.32E-03	9.05E-03	8.70E-03	8.16E-03
119.9611	2.25E-04	1.93E-03	2.32E-04	2.92E-04	3.40E-04	2.34E-04	1.85E-03	2.43E-04	3.12E-04	3.64E-04	2.40E-04	1.91E-03	2.52E-04	3.11E-04	3.72E-04
120.9593	1.52E-03	2.30E-03	1.90E-03	2.36E-03	2.63E-03	1.87E-03	2.16E-03	1.98E-03	2.44E-03	2.56E-03	1.85E-03	2.15E-03	2.00E-03	2.42E-03	2.68E-03
121.9785	1.87E-04	4.25E-04	2.31E-04	3.03E-04	3.33E-04	2.45E-04	3.88E-04	2.39E-04	3.10E-04	3.65E-04	2.34E-04	4.14E-04	2.53E-04	3.00E-04	3.24E-04
122.9452	4.20E-04	2.57E-04	3.70E-04	5.04E-04	5.87E-04	3.45E-04	2.34E-04	3.77E-04	5.27E-04	6.87E-04	3.23E-04	2.54E-04	4.12E-04	5.08E-04	5.81E-04
123.9487	1.31E-04	4.73E-05	9.89E-05	1.28E-04	1.38E-04	9.21E-05	4.23E-05	1.03E-04	1.30E-04	1.69E-04	8.02E-05	4.47E-05	9.84E-05	1.30E-04	1.45E-04
124.972	2.16E-04	8.32E-05	2.64E-04	3.87E-04	4.18E-04	1.99E-04	7.52E-05	2.51E-04	3.79E-04	4.79E-04	2.02E-04	8.13E-05	2.43E-04	3.73E-04	4.34E-04
125.9523	9.53E-05	2.08E-05	1.28E-04	1.43E-04	1.46E-04	9.28E-05	1.49E-05	1.13E-04	1.57E-04	1.79E-04	9.70E-05	1.98E-05	1.02E-04	1.39E-04	1.63E-04
